着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803030201
1,7,13,ジョウテンキッズ,牡2,52,千葉直人,1:46.3,,**,2-1-1-1,38.2,17.2,5,428(0),,,,[東] 相沢郁,田邉久男,500.0,200803030201
2,4,6,ニューパワー,セ2,55,江田照男,1:47.1,5,**,4-3-4-3,38.4,71.7,11,456(-2),,,,[東] 菅原泰夫,井高義光,200.0,200803030201
3,8,14,ウォークラウン,牡2,52,丸田恭介,1:47.3,1.1/4,**,5-5-6-5,38.3,9.0,4,498(-4),,,,[西] 中竹和也,加藤守,130.0,200803030201
4,2,3,トウカイエクセル,牡2,55,熊沢重文,1:47.5,1.1/4,**,10-11-9-7,38.2,22.6,6,510(-2),,,,[西] 田所秀孝,内村正則,75.0,200803030201
5,3,4,マイネルレクシス,牡2,54,三浦皇成,1:48.3,5,**,5-5-6-7,39.3,6.5,3,474(0),,,,[東] 奥平雅士,サラブレッドクラブ・ラフィアン,50.0,200803030201
6,8,15,カフェアラジン,牡2,55,勝浦正樹,1:48.7,2.1/2,**,3-3-2-2,40.2,2.0,1,488(-2),,,,[東] 松山康久,西川恭子,,200803030201
7,1,1,スグリワ,牡2,55,長谷川浩,1:49.3,3.1/2,**,7-5-4-5,40.6,75.6,12,466(+4),,,,[東] 粕谷昌央,坂田行夫,,200803030201
8,7,12,カシノクリス,牝2,51,荻野琢真,1:49.5,1.1/2,**,13-12-13-13,39.4,141.1,14,426(+6),,,,[東] 二本柳俊,柏木務,,200803030201
9,6,10,ガリレオシチー,牡2,55,大庭和弥,1:49.6,1/2,**,7-8-10-10,40.1,38.0,8,498(+4),,,,[東] 嶋田功,友駿ホースクラブ,,200803030201
10,6,11,カワキタトップ,牡2,52,黛弘人,1:49.7,クビ,**,14-12-12-10,39.9,65.1,10,464(-14),,,,[東] 小桧山悟,川島吉男,,200803030201
11,4,7,スマートダズル,牝2,53,田中博康,1:49.8,1/2,**,1-2-2-3,41.3,97.1,13,456(+4),,,,[東] 大江原哲,グランド牧場,,200803030201
12,2,2,ハイドランジア,牡2,55,太宰啓介,1:50.2,2.1/2,**,7-8-11-12,40.5,4.3,2,466(-8),,,,[西] 本田優,下河邉美智子,,200803030201
13,5,8,レッドソルジャー,牡2,55,石橋脩,1:50.7,3,**,10-10-8-9,41.5,30.0,7,458(+14),,,,[西] 松永幹夫,東京ホースレーシング,,200803030201
14,3,5,ドリームプライマル,牡2,55,北村友一,1:51.0,1.3/4,**,12-14-14-14,40.6,62.9,9,464(-2),,,,[西] 宮本博,セゾンレースホース,,200803030201
15,5,9,ジャンジャン,牡2,55,田面木博,1:52.4,9,**,14-15-15-15,41.9,220.2,15,482(+2),,,,[東] 高松邦男,富川牧場,,200803030201
