着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200401020406
1,1,1,ケリーズナカヤマ,牝3,54,小野次郎,1:10.7,,,2-2,35.9,9.7,6,438(-12),,,,[東] 武藤善則,中山牧場,500.0,200401020406
2,4,7,ビーウインド,牝3,54,菊沢隆徳,1:10.7,クビ,,1-1,36.1,6.1,4,466(+12),,,,[東] 的場均,杵臼牧場,200.0,200401020406
3,2,4,クイール,牝3,54,横山典弘,1:10.9,1.1/2,,4-3,35.9,26.3,9,426(0),,,,[西] 伊藤雄二,太田美實,130.0,200401020406
4,4,8,ダスティーミラー,牝3,54,藤田伸二,1:11.0,クビ,,4-3,36.0,5.3,2,432(-8),,,,[東] 高橋裕,岡田牧雄,75.0,200401020406
5,5,10,アウターリミッツ,牡3,56,田中勝春,1:11.0,アタマ,,9-7,35.6,6.0,3,520(-4),,,,[東] 宗像義忠,薗部博之,50.0,200401020406
6,3,5,ラブポエット,牝3,51,高井彰大,1:11.0,アタマ,,14-11,34.9,6.7,5,432(-6),,,,[西] 沖芳夫,ヒダカ・ブリーダーズ・ユニオン,,200401020406
7,7,14,ブーゲンビリア,牝3,51,津村明秀,1:11.2,1,,8-7,35.9,4.5,1,446(-4),,,,[東] 鈴木伸尋,社台レースホース,,200401020406
8,5,9,シャンデートップ,牡3,56,小林徹弥,1:11.4,1,,7-7,36.2,10.6,7,414(0),,,,[西] 西園正都,小林久義,,200401020406
9,1,2,マヤノギンガ,牡3,53,藤岡佑介,1:11.6,1.1/2,,4-3,36.6,20.1,8,466(+24),,,,[西] 梅内忍,田所祐,,200401020406
10,3,6,シスタージェム,牝3,54,武英智,1:11.7,1/2,,11-10,35.9,204.0,16,422(0),,,,[西] 境直行,ターフ・スポート,,200401020406
11,2,3,トーコーファサード,牝3,54,坂下秀樹,1:12.5,5,,3-3,37.6,79.5,13,494(-8),,,,[西] 湯浅三郎,森田藤治,,200401020406
12,6,12,ケイエスグッディー,牡3,56,松田大作,1:12.6,3/4,,11-13,36.8,160.1,14,522(+10),,,,[西] 高橋成忠,キヨシサービス,,200401020406
13,8,16,トップトワイニング,牡3,55,石橋脩,1:13.3,4,,13-14,37.3,184.2,15,402(-12),,,,[東] 久保田貴,宮内牧場,,200401020406
14,8,15,キューバンリズム,牡3,53,南井大志,1:13.3,クビ,,10-11,37.6,42.7,11,492(-10),,,,[西] 小原伊佐,上田宗義,,200401020406
15,7,13,フジコウキ,牡3,56,松永幹夫,1:13.6,1.3/4,,14-15,37.4,34.6,10,440(-8),,,,[東] 伊藤伸一,荒木榮一,,200401020406
16,6,11,セイウンヴェルク,牡3,54,北村浩平,1:13.8,1.1/2,,16-16,37.5,57.1,12,454(+10),,,,[西] 田所秀孝,西山茂行,,200401020406
