着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706030801
1,4,4,レオスマイル,牝3,54,安藤勝己,1:13.4,,**,5-6,38.2,2.6,1,490(+6),,,,[東] 池上昌弘,レオ,500.0,200706030801
2,7,10,アリマエンプレス,牝3,54,蛯名正義,1:13.4,クビ,**,5-3,38.2,12.7,6,450(+2),,,,[東] 加藤和宏,有馬博文,200.0,200706030801
3,8,12,シャーペンセンス,牝3,54,後藤浩輝,1:13.7,1.3/4,**,2-2,39.0,10.7,5,476(-6),,,,[東] 鈴木康弘,サンデーレーシング,130.0,200706030801
4,8,11,ショウナンワイズ,牝3,54,藤田伸二,1:13.8,3/4,**,1-1,39.2,5.9,3,458(-10),,,,[東] 戸田博文,国本哲秀,75.0,200706030801
5,5,6,イエローファイト,牝3,54,岩田康誠,1:14.0,1.1/2,**,3-3,39.1,29.4,7,478(-2),,,,[東] 和田正道,古賀和夫,50.0,200706030801
6,6,7,チェリースイッチ,牝3,54,吉田豊,1:14.4,2.1/2,**,7-8,39.0,49.2,9,444(+6),,,,[東] 嶋田功,チエリー商事,,200706030801
7,1,1,ウインエトワール,牝3,54,福永祐一,1:14.5,1/2,**,7-7,39.0,37.6,8,444(+2),,,,[東] 小島太,ウイン,,200706030801
8,3,3,プリティコニー,牝3,54,江田照男,1:14.7,1,**,3-3,39.9,8.5,4,454(0),,,,[東] 田子冬樹,田島榮二郎,,200706030801
9,5,5,サクラチャーム,牝3,54,松岡正海,1:15.0,1.3/4,**,7-9,39.6,76.0,10,464(+4),,,,[東] 小笠倫弘,さくらコマース,,200706030801
10,7,9,マチカネビーナス,牝3,51,丸田恭介,1:15.6,3.1/2,**,11-11,39.7,517.9,12,460(0),,,,[東] 高橋祥泰,細川益男,,200706030801
11,2,2,テルミヌス,牝3,54,横山典弘,1:15.6,クビ,**,10-10,40.0,3.2,2,526(0),,,,[東] 栗田博憲,キャロットファーム,,200706030801
12,6,8,タケデンブロンド,牝3,54,藤岡佑介,1:16.3,4,**,11-11,40.4,174.0,11,426(-30),,,,[東] 斎藤誠,武市進吾,,200706030801
