着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701020305
1,6,7,ナンヨーヒルトップ,牡2,54,安藤勝己,1:13.2,,**,1-1,35.6,2.5,1,480(0),,,,[東] 小笠倫弘,中村徳也,700.0,200701020305
2,7,9,エリモラフィーネ,牝2,54,川田将雅,1:13.6,2.1/2,**,2-2,35.8,4.1,2,446(0),,,,[西] 北出成人,山本敏晴,280.0,200701020305
3,6,6,ジェントルフォーク,牡2,53,北村友一,1:13.6,アタマ,**,5-5,35.6,5.2,3,468(0),,,,[西] 領家政蔵,ヒダカ・ブリーダーズ・ユニオン,180.0,200701020305
4,8,10,タニノブロンクス,牝2,54,勝浦正樹,1:13.7,1/2,**,6-5,35.6,17.8,7,440(0),,,,[西] 河内洋,谷水雄三,110.0,200701020305
5,1,1,クレアシオン,牝2,54,秋山真一,1:13.9,1.1/4,**,2-3,36.1,8.9,4,426(0),,,,[西] 岡田稲男,サンデーレーシング,70.0,200701020305
6,2,2,カレンナオンナ,牝2,54,柴山雄一,1:14.0,1/2,**,6-5,35.8,15.2,6,470(0),,,,[東] 斎藤宏,北所直人,,200701020305
7,8,11,ロングドライブ,牡2,54,藤岡佑介,1:14.0,クビ,**,2-3,36.1,33.3,9,446(0),,,,[東] 後藤由之,石橋忠之,,200701020305
8,4,4,スリータキオン,牝2,54,武英智,1:14.0,アタマ,**,8-8,35.5,66.5,10,426(0),,,,[西] 武宏平,永井商事,,200701020305
9,5,5,メイショウイッキ,牡2,54,川島信二,1:14.6,3.1/2,**,8-8,36.2,11.7,5,476(0),,,,[西] 安田伊佐,松本好隆,,200701020305
10,7,8,バクシンタッチ,牡2,54,菊沢隆徳,1:15.5,5,**,11-10,36.7,144.0,11,444(0),,,,[東] 萱野浩二,米山清一,,200701020305
11,3,3,ロードフラッシュ,牡2,54,小牧太,1:16.4,5,**,10-10,37.7,24.9,8,494(0),,,,[西] 庄野靖志,ロードホースクラブ,,200701020305
