着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701020303
1,1,1,マイネレプリーク,牝3,54,津村明秀,2:03.7,,**,1-1-1-1,36.6,9.9,4,434(-2),,,,[東] 高橋裕,サラブレッドクラブ・ラフィアン,500.0,200701020303
2,8,14,ショウナンラヴァー,牡3,56,柴山雄一,2:04.2,3,**,4-5-4-2,36.8,1.9,1,488(0),,,,[東] 大久保洋,国本哲秀,200.0,200701020303
3,4,6,ナムラビスマルク,牡3,56,小牧太,2:04.4,1.1/4,**,6-6-5-3,36.9,9.7,3,474(+2),,,,[東] 田村康仁,奈村信重,130.0,200701020303
4,6,9,カゼトトモニ,牡3,55,北村友一,2:05.0,3.1/2,**,11-11-9-9,37.0,85.7,10,460(+2),,,,[西] 平田修,永田清男,75.0,200701020303
5,7,12,マイネルパトリック,牡3,56,幸英明,2:05.0,クビ,**,2-2-2-6,37.8,13.3,7,466(-6),,,,[東] 相沢郁,サラブレッドクラブ・ラフィアン,50.0,200701020303
6,5,7,ラストアラシ,牡3,56,河北通,2:05.1,クビ,**,8-6-7-6,37.5,217.8,13,438(+2),,,,[東] 加賀武見,吉田昭一,,200701020303
7,4,5,テンシノウィーク,牡3,56,川田将雅,2:05.2,1/2,**,12-12-12-9,36.8,18.7,8,480(-6),,,,[西] 谷潔,杉谷枡夫,,200701020303
8,7,11,マルイチキセキ,牡3,56,藤岡佑介,2:05.2,クビ,**,6-6-7-6,37.6,5.9,2,420(+2),,,,[西] 湯窪幸雄,小林茂行,,200701020303
9,2,2,グランドメロー,牝3,54,秋山真一,2:05.3,3/4,**,4-3-5-3,37.8,12.8,6,490(+2),,,,[東] 稗田研二,グランド牧場,,200701020303
10,6,10,ミムズプレゼンター,牝3,54,熊沢重文,2:05.6,2,**,8-9-9-9,37.7,118.3,11,504(-8),,,,[西] 岡田稲男,水上ふじ子,,200701020303
11,5,8,アイアムラブリー,牝3,51,池崎祐介,2:05.6,アタマ,**,8-9-11-12,37.4,134.6,12,478(+4),,,,[東] 小島茂之,堀紘一,,200701020303
12,3,3,ヤマニンワーシップ,牡3,56,池添謙一,2:05.6,アタマ,**,14-14-12-13,37.2,63.5,9,466(-8),,,,[東] 栗田博憲,土井肇,,200701020303
13,3,4,アルスビバーチェ,牡3,56,菊沢隆徳,2:05.8,1.1/2,**,13-13-14-13,37.3,345.5,14,468(+6),,,,[東] 河野通文,池田正孝,,200701020303
14,8,13,ハギノアスラン,牡3,56,鮫島良太,2:05.9,クビ,**,2-3-2-3,38.7,12.1,5,460(-2),,,,[西] 松田国英,日隈良江,,200701020303
