着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705020603
1,6,6,マイネルアーバニタ,牡3,56,江田照男,2:15.5,,**,5-4-5-4,37.3,19.3,5,442(-6),,,,[東] 佐藤吉勝,サラブレッドクラブ・ラフィアン,500.0,200705020603
2,8,10,ハヤテ,牡3,56,勝浦正樹,2:15.5,クビ,**,4-3-3-2,37.5,2.9,2,488(+6),,,,[東] 藤原辰雄,宮崎忠比古,200.0,200705020603
3,3,3,レスト,牡3,56,北村宏司,2:16.3,5,**,11-11-8-7,37.9,127.6,11,490(0),,,,[東] 小西一男,小田切有一,130.0,200705020603
4,2,2,ヘルバースト,牡3,56,田中勝春,2:16.5,1.1/4,**,5-7-7-7,38.1,2.3,1,504(-2),,,,[東] 小島茂之,田原邦男,75.0,200705020603
5,7,9,アロハオエ,牡3,56,後藤浩輝,2:16.5,ハナ,**,5-4-3-4,38.4,5.1,3,512(-8),,,,[東] 古賀慎明,佐藤敏夫,50.0,200705020603
6,5,5,カンタータ,牡3,56,長谷川浩,2:17.4,5,**,2-2-2-1,39.6,25.6,6,456(-6),,,,[東] 清水英克,服部牧場,,200705020603
7,6,7,トーセンヴェリタス,牡3,56,安藤光彰,2:17.6,1.1/2,**,9-9-11-11,38.3,117.4,9,454(-4),,,,[東] 菊川正達,島川隆哉,,200705020603
8,1,1,ラストアラシ,牡3,56,岩田康誠,2:17.9,1.3/4,**,8-8-9-9,39.1,81.2,8,430(-4),,,,[東] 加賀武見,吉田昭一,,200705020603
9,4,4,ホマレブロ,牡3,56,内田博幸,2:18.6,4,**,10-10-9-9,39.8,126.5,10,484(-2),,,,[東] 古賀慎明,本間茂,,200705020603
10,7,8,サンジャンボリー,牡3,56,横山典弘,2:18.8,1.1/4,**,3-4-5-4,40.6,7.1,4,506(+6),,,,[東] 菊川正達,加藤信之,,200705020603
11,8,11,シャドウパルマン,牡3,56,松岡正海,2:20.1,8,**,1-1-1-2,42.2,67.5,7,452(-14),,,,[東] 戸田博文,飯塚知一,,200705020603
