着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706010606
1,8,11,ワンダフルドーラ,牝3,53,吉田隼人,1:12.1,,**,2-2,37.8,1.3,1,518(-2),,,,[東] 柴崎勇,藤田与志男,700.0,200706010606
2,8,12,エイワムサシ,牡3,56,横山典弘,1:13.2,7,**,4-4,38.7,5.1,2,468(-4),,,,[東] 松山康久,永井公太郎,280.0,200706010606
3,6,7,ラブストラック,牝3,54,田中勝春,1:13.8,3.1/2,**,11-11,37.8,40.2,7,446(-4),,,,[東] 小笠倫弘,堀紘一,180.0,200706010606
4,7,10,スズノメヒョー,牝3,54,蛯名正義,1:14.0,1.1/2,**,5-6,39.4,16.8,4,478(-4),,,,[東] 伊藤正徳,小紫芳夫,110.0,200706010606
5,4,4,コアレスピューマ,牡3,56,柴山雄一,1:14.2,1.1/4,**,10-9,38.6,9.3,3,458(+6),,,,[東] 池上昌弘,小林昌志,70.0,200706010606
6,6,8,セントラルボーイ,牡3,56,江田照男,1:14.3,1/2,**,9-8,39.2,157.1,10,474(-4),,,,[東] 岩城博俊,玉井英夫,,200706010606
7,3,3,ウインクルウィナー,牝3,53,津村明秀,1:14.9,3.1/2,**,5-4,40.3,34.6,5,466(+4),,,,[東] 田中清隆,有能,,200706010606
8,5,6,スキマチェリー,牡3,56,木幡初広,1:15.0,1/2,**,2-2,40.8,39.5,6,484(+2),,,,[東] 嶋田功,チエリー商事,,200706010606
9,7,9,モエレビリオネア,牡3,56,松岡正海,1:15.3,1.3/4,**,8-9,40.4,83.3,9,502(0),,,,[東] 土田稔,中村和夫,,200706010606
10,1,1,ダンシングオウジ,牡3,56,吉田豊,1:15.3,ハナ,**,11-12,39.3,237.6,11,492(+2),,,,[東] 小桧山悟,森保彦,,200706010606
11,5,5,トミノドリーム,牝3,51,佐藤聖也,1:15.4,1/2,**,7-7,40.7,476.8,12,458(0),,,,[東] 佐藤全弘,富岡喜平,,200706010606
12,2,2,キングエルドラド,牡3,56,北村宏司,1:16.2,5,**,1-1,42.0,45.8,8,466(+4),,,,[東] 増沢末夫,菅原史博,,200706010606
