着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705010406
1,8,15,ニードルポイント,牡3,56,御神本訓,1:26.9,,**,10-8,37.0,4.3,3,500(-2),,,,[東] 奥平雅士,キャロットファーム,700.0,200705010406
2,3,5,フォーミュラーワン,牡3,56,内田博幸,1:27.1,1.1/2,**,3-4,37.5,11.0,5,432(+4),,,,[東] 相沢郁,芹澤精一,280.0,200705010406
3,1,1,アグネスポライト,牡3,56,柴山雄一,1:27.5,2.1/2,**,3-4,37.8,42.6,9,496(-1),,,,[西] 森秀行,渡辺孝男,180.0,200705010406
4,3,6,ゴールデンシャイン,牡3,56,安藤勝己,1:27.5,ハナ,**,6-4,37.9,3.0,1,464(-12),,,,[西] 加用正,協栄,110.0,200705010406
5,7,14,ジャイアントラック,牡3,56,岩田康誠,1:27.8,1.3/4,**,3-2,38.3,3.1,2,504(0),,,,[西] 領家政蔵,中村浩章,70.0,200705010406
6,5,9,シンデレラマン,牡3,56,田中勝春,1:27.8,アタマ,**,2-1,38.4,41.5,8,486(+24),,,,[西] 坂口正則,エクセルマネジメント,,200705010406
7,5,10,トミノドリーム,牝3,51,千葉直人,1:28.0,1.1/4,**,16-16,37.0,773.6,16,452(-6),,,,[東] 佐藤全弘,富岡喜平,,200705010406
8,4,7,リキサンファイター,牡3,56,蛯名正義,1:28.1,3/4,**,8-4,38.5,8.4,4,450(-6),,,,[東] 奥平真治,ハイパワー商事,,200705010406
9,2,4,マルターズクラシカ,牝3,54,武士沢友,1:28.9,5,**,6-8,39.0,41.0,7,460(+2),,,,[東] 堀井雅広,藤田与志男,,200705010406
10,2,3,シアトルタコマ,牡3,56,後藤浩輝,1:28.9,クビ,**,10-12,38.9,18.4,6,470(+4),,,,[東] 二ノ宮敬,渡邊隆,,200705010406
11,7,13,キープザチェンジ,牝3,54,中谷雄太,1:29.1,1.1/2,**,10-15,38.6,709.2,15,428(-6),,,,[東] 水野貴広,泉俊二,,200705010406
12,1,2,ロックアスリート,牡3,56,江田照男,1:29.6,3,**,15-13,39.5,86.7,10,488(+6),,,,[東] 笹倉武久,小原巖,,200705010406
13,6,11,ダンシングオウジ,牡3,53,黛弘人,1:29.8,1.1/4,**,10-8,39.9,583.6,13,484(-8),,,,[東] 小桧山悟,森保彦,,200705010406
14,6,12,モエレビリオネア,牡3,56,勝浦正樹,1:30.2,2.1/2,**,10-13,40.0,273.1,11,496(-6),,,,[東] 土田稔,中村和夫,,200705010406
15,8,16,キンセイミラージュ,牡3,56,吉田豊,1:30.3,クビ,**,8-8,40.4,277.0,12,460(-4),,,,[東] 清水英克,山田裕仁,,200705010406
16,4,8,フジリバティー,牝3,51,的場勇人,1:33.2,大,**,1-2,43.8,593.7,14,440(+10),,,,[東] 的場均,フジレーシング,,200705010406
