着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703030206
1,1,1,レッドスポーツカー,牡4,57,後藤浩輝,1:08.2,,**,1-1,37.5,1.6,1,450(+2),,,,[東] 天間昭一,藤田与志男,730.0,200703030206
2,7,13,ロードレンジャー,牡6,56,大野拓弥,1:08.7,3,**,3-3,37.0,15.4,6,476(+6),,,,[東] 菊川正達,ロードホースクラブ,290.0,200703030206
3,4,8,エーシンエフダンズ,牡3,55,津村明秀,1:08.7,アタマ,**,10-9,36.0,6.2,2,500(+2),,,,[西] 藤岡健一,平井宏承,180.0,200703030206
4,1,2,ドリームタイガー,牡4,57,石橋脩,1:08.8,クビ,**,5-5,36.7,31.8,9,494(-12),,,,[東] 二ノ宮敬,ドリームターフ組合,110.0,200703030206
5,6,12,コリンズグラス,牝5,55,中舘英二,1:09.0,1.1/2,**,3-3,37.4,22.4,8,474(+2),,,,[東] 菊川正達,サンデーレーシング,73.0,200703030206
6,5,10,ラスカルデューク,牡4,55,中村将之,1:09.0,アタマ,**,13-11,36.0,17.9,7,442(0),,,,[西] 湯窪幸雄,ヒダカ・ブリーダーズ・ユニオン,,200703030206
7,2,4,ヨシブリザード,牡6,57,田辺裕信,1:09.2,1.1/4,**,7-6,36.7,451.6,16,464(-6),,,,[東] 浅野洋一,田辺喜彦,,200703030206
8,3,5,ブラックバッカラ,牝4,52,宮崎北斗,1:09.4,1.1/2,**,7-8,37.0,204.9,14,530(+8),,,,[東] 谷原義明,服部英男,,200703030206
9,7,14,マッキータイガー,牡5,57,野元昭嘉,1:09.8,2.1/2,**,5-6,37.6,14.9,5,468(+8),,,,[西] 野元昭,薪浦亨,,200703030206
10,2,3,シルクプラチナム,牡4,57,村田一誠,1:10.0,1.1/4,**,2-2,39.2,12.0,3,526(+8),,,,[東] 尾形充弘,シルク,,200703030206
11,3,6,パワーサム,牡3,53,的場勇人,1:10.3,2,**,15-15,36.9,127.9,12,440(-8),,,,[東] 小林常泰,宮崎金造,,200703030206
12,8,16,アラビアンホワイト,牝4,52,佐藤聖也,1:10.4,クビ,**,7-10,37.9,166.8,13,498(-6),,,,[東] 星野忍,吉田勝利,,200703030206
13,6,11,フサイチジュノー,牡6,54,丸田恭介,1:10.6,1.1/2,**,11-12,37.8,14.1,4,500(+2),,,,[東] 宗像義忠,関口房朗,,200703030206
14,5,9,ワシントンザクラ,牝5,55,二本柳壮,1:10.6,ハナ,**,11-13,37.8,71.2,10,472(+2),,,,[東] 松山康久,テンジン,,200703030206
15,4,7,フラワーメロディー,牝6,55,安藤光彰,1:10.7,1/2,**,14-14,37.4,222.1,15,452(+2),,,,[東] 岩戸孝樹,福島実,,200703030206
16,8,15,ヤマカツグラマン,牡4,57,太宰啓介,1:10.7,ハナ,**,16-16,36.9,114.9,11,492(-2),,,,[西] 松元茂樹,山田和夫,,200703030206
