着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703030509
1,4,8,トウショウガナー,牡3,55,大野拓弥,1:08.6,,**,3-3,37.1,2.6,1,500(+6),,,,[東] 奥平雅士,トウショウ産業,730.0,200703030509
2,8,15,レオベルリン,牡6,55,的場勇人,1:09.2,3.1/2,**,9-10,37.0,7.1,4,490(0),,,,[東] 田子冬樹,田中博之,290.0,200703030509
3,2,4,カシノカスケード,牡3,56,野元昭嘉,1:09.3,1/2,**,9-6,37.1,10.5,5,484(+4),,,,[西] 福永甲,柏木務,180.0,200703030509
4,1,1,ピエネヴェーレ,牝3,54,中舘英二,1:09.6,1.3/4,**,2-1,38.2,6.1,2,468(+4),,,,[東] 小笠倫弘,グリーンファーム,110.0,200703030509
5,3,6,エイコーロマン,牡4,57,木幡初広,1:09.6,アタマ,**,11-9,37.3,16.7,8,466(-4),,,,[東] 嶋田功,永井廣司,73.0,200703030509
6,1,2,ブンブンブン,牝4,52,田中克典,1:09.7,1/2,**,5-4,38.0,50.1,11,470(-6),,,,[東] 高松邦男,グランド牧場,,200703030509
7,3,5,キャプテンシチー,セ3,54,中村将之,1:09.9,1.1/4,**,8-6,37.9,43.7,9,418(0),,,,[西] 佐々木晶,友駿ホースクラブ,,200703030509
8,4,7,エースハーバー,牝3,51,宮崎北斗,1:09.9,クビ,**,1-2,38.5,6.6,3,478(-6),,,,[東] 松山康久,新川敏弘,,200703030509
9,7,13,テイエムゲンキボ,牡3,56,菊沢隆徳,1:09.9,ハナ,**,16-15,37.0,15.2,7,490(-6),,,,[東] 中野渡清,竹園正繼,,200703030509
10,6,11,ニシノタマテバコ,牡3,53,草野太郎,1:10.0,1/2,**,11-10,37.6,75.6,13,482(0),,,,[東] 伊藤圭三,西山茂行,,200703030509
11,7,14,メディアスナイパー,牡4,54,大下智,1:10.3,2,**,14-15,37.6,63.3,12,462(-2),,,,[西] 清水出美,平井卓也,,200703030509
12,6,12,スマートバイパー,牡4,57,安藤光彰,1:10.3,ハナ,**,13-13,37.8,88.6,14,524(-6),,,,[東] 佐々木亜,大川徹,,200703030509
13,5,10,シルクフラッグ,牡4,57,南田雅昭,1:10.7,2.1/2,**,6-8,38.8,110.7,15,480(+2),,,,[東] 南田美知,シルク,,200703030509
14,5,9,アービター,牡3,53,小島太一,1:10.8,1/2,**,6-12,38.9,44.6,10,440(-8),,,,[東] 畠山重則,関駿也,,200703030509
15,2,3,アドミラルトラップ,セ6,57,難波剛健,1:11.0,1.1/2,**,14-13,38.2,119.9,16,468(-2),,,,[西] 高橋成忠,高田博,,200703030509
16,8,16,ノボバンク,牡4,54,佐藤聖也,1:11.0,ハナ,**,3-5,39.5,13.7,6,492(-4),,,,[東] 天間昭一,ＬＳ．Ｍ,,200703030509
