着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601010708
1,4,4,アドマイヤマダム,牝4,55,岩田康誠,1:47.4,,**,10-10-8-3,39.2,2.9,1,526(-10),,,,[西] 友道康夫,近藤利一,740.0,200601010708
2,7,11,トレンツリアード,牡4,57,北村宏司,1:47.5,1/2,**,13-13-13-11,38.5,26.5,8,532(+38),,,,[東] 藤沢和雄,市川義美,300.0,200601010708
3,2,2,テイエムハーン,牡3,54,秋山真一,1:47.6,1/2,**,8-8-6-2,39.7,5.6,3,470(0),,,,[西] 新川恵,竹園正繼,190.0,200601010708
4,6,9,スマートサイクロン,牡3,54,柴山雄一,1:47.9,2,**,5-6-4-1,40.1,3.7,2,506(-2),,,,[東] 田村康仁,大川徹,110.0,200601010708
5,6,8,トーセンマウンテン,セ8,57,小林徹弥,1:48.1,1.1/4,**,12-12-10-7,39.7,37.2,9,502(+4),,,,[東] 加藤和宏,島川利子,74.0,200601010708
6,8,13,ジョウショーフジ,牡3,54,菊沢隆徳,1:48.4,1.3/4,**,9-9-6-3,40.4,55.4,12,468(+8),,,,[東] 嶋田潤,熊田義孝,,200601010708
7,5,7,プレシャスレディー,牝3,52,藤岡佑介,1:48.4,クビ,**,10-10-10-7,39.9,44.3,10,434(0),,,,[西] 飯田雄三,ユートピア牧場,,200601010708
8,1,1,サンレイマック,牡3,54,武英智,1:49.0,3.1/2,**,4-4-4-7,41.2,20.3,7,520(0),,,,[西] 西橋豊治,永井啓弍,,200601010708
9,3,3,ブーゲンビリア,牝5,52,千葉直人,1:49.7,4,**,5-4-8-7,41.5,75.7,13,462(+6),,,,[東] 鈴木伸尋,社台レースホース,,200601010708
10,8,12,サクラトラスト,牡4,57,坂下秀樹,1:50.4,4,**,2-3-1-3,43.2,54.9,11,476(0),,,,[東] 伊藤圭三,さくらコマース,,200601010708
11,4,5,ロイバークラフト,牡3,54,五十嵐冬,1:50.5,1/2,**,5-6-12-13,41.8,18.8,6,476(+10),,,,[東] 岩戸孝樹,村中徳広,,200601010708
12,7,10,オリオンシリウス,牝3,52,藤田伸二,1:51.4,5,**,2-2-2-3,44.2,6.9,4,516(+4),,,,[東] 根本康広,日浦桂子,,200601010708
13,5,6,ディープアイ,牝3,49,的場勇人,1:52.0,3.1/2,**,1-1-2-11,44.7,13.8,5,446(-6),,,,[西] 昆貢,深見富朗,,200601010708
