着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601020111
1,3,3,タガノマーシャル,牡3,54,柴山雄一,2:01.9,,**,4-4-4-3,34.3,3.2,2,532(+8),,,,[西] 中尾秀正,八木良司,1505.9,200601020111
2,4,4,アクシオン,牡3,54,藤田伸二,2:01.9,ハナ,**,3-3-2-2,34.4,2.1,1,526(+4),,,,[東] 二ノ宮敬,中田徹,597.4,200601020111
3,6,7,イナズマローレル,牝5,51,五十嵐冬,2:02.5,3.1/2,**,1-1-1-1,35.1,15.5,4,472(+12),,,,[西] 松元茂樹,ローレルレーシング,373.7,200601020111
4,8,10,レフィナーダ,牝6,53,北村宏司,2:02.6,3/4,**,7-8-9-10,34.7,6.1,3,468(+2),,,,[東] 藤沢和雄,サウスニア,220.0,200601020111
5,7,9,アドマイヤダンサー,牝5,52,四位洋文,2:02.6,クビ,**,9-8-8-7,34.8,20.1,5,486(-2),,,,[東] 小島太,近藤利一,148.0,200601020111
6,2,2,ストロングドン,牡6,54,小原義之,2:02.7,1/2,**,9-10-9-7,34.8,21.2,6,522(-2),,,,[西] 小原伊佐,新木鈴子,,200601020111
7,6,6,シンシンマーキー,牝4,52,小林徹弥,2:02.8,クビ,**,7-7-5-4,35.1,35.9,9,476(-2),,,,[西] 新川恵,槇本牧場,,200601020111
8,1,1,タイキコジャック,牡7,53,津村明秀,2:03.1,1.3/4,**,4-4-5-4,35.4,68.6,10,490(0),,,,[東] 高橋祥泰,大樹ファーム,,200601020111
9,5,5,エストレーア,牡5,53,川島信二,2:03.2,1/2,**,6-6-5-7,35.5,23.3,7,476(+2),,,,[西] 安藤正敏,佐藤明弘,,200601020111
10,8,11,メジログリーン,牡7,54,鈴来直人,2:03.2,アタマ,**,11-11-11-10,35.1,125.9,11,472(+2),,,,[東] 奥平真治,メジロ牧場,,200601020111
11,7,8,グリッターロック,牡5,54,藤岡佑介,2:04.0,5,**,2-2-2-4,36.5,26.2,8,498(0),,,,[西] 矢作芳人,社台レースホース,,200601020111
