着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701020806
1,6,8,メイショウルイーズ,牝4,52,小島太一,1:45.9,,**,2-2-2-2,35.4,14.9,5,506(-4),,,,[東] 小島太,松本好雄,740.0,200701020806
2,2,2,ニットウサラン,牝4,55,小林徹弥,1:46.5,3.1/2,**,9-9-10-8,35.5,7.2,4,464(-2),,,,[西] 梅田康雄,日東牧場,300.0,200701020806
3,4,4,ヘンメイレン,牝4,52,的場勇人,1:46.7,1.1/4,**,6-6-5-5,36.0,22.4,9,410(+2),,,,[西] 矢作芳人,栗本良明,190.0,200701020806
4,4,5,アールヌーヴォー,牝3,52,川島信二,1:46.7,クビ,**,6-6-5-7,36.0,17.4,7,450(+2),,,,[西] 松田博資,飯田正,110.0,200701020806
5,7,10,ウッドウインド,牝3,52,古川吉洋,1:46.8,3/4,**,1-1-1-1,36.4,2.5,1,506(-4),,,,[西] 南井克巳,社台レースホース,74.0,200701020806
6,3,3,エイダイタカラブネ,牝4,55,菊沢隆徳,1:46.9,クビ,**,9-9-2-3,36.4,15.2,6,492(+8),,,,[東] 鈴木康弘,東振牧場,,200701020806
7,1,1,アブソルートダンス,牝5,55,北村宏司,1:47.1,1.1/4,**,2-3-5-5,36.4,6.5,3,458(-6),,,,[西] 飯田雄三,ユートピア牧場,,200701020806
8,5,6,チャームピクチャー,牝3,52,勝浦正樹,1:47.2,クビ,**,2-3-2-3,36.7,18.1,8,460(-2),,,,[西] 佐藤正雄,タマモ,,200701020806
9,5,7,ニシノイエロー,牝5,55,田辺裕信,1:47.2,クビ,**,12-11-10-9,36.2,109.6,13,506(-2),,,,[東] 石栗龍彦,西山茂行,,200701020806
10,8,13,ウインフェイム,牝4,54,北村友一,1:47.4,1.1/4,**,6-3-8-9,36.6,77.7,11,506(+42),,,,[西] 浅見秀一,ウイン,,200701020806
11,7,11,ケリーズナカヤマ,牝6,55,津村明秀,1:47.6,1.1/4,**,2-6-12-13,36.5,42.4,10,462(+2),,,,[東] 武藤善則,中山牧場,,200701020806
12,8,12,シルキーパフューム,牝6,55,柴山雄一,1:48.3,4,**,12-11-12-9,37.2,108.8,12,446(-2),,,,[東] 阿部新生,シルク,,200701020806
13,6,9,ラインジュエル,牝3,52,藤田伸二,1:48.6,1.3/4,**,11-11-8-9,37.7,4.5,2,456(-2),,,,[東] 根本康広,大澤繁昌,,200701020806
