着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803010307
1,7,13,キタサンコンバット,牡4,56,北村友一,1:07.5,,**,4-4,36.5,36.4,11,494(-4),,,,[西] 橋口弘次,大野商事,730.0,200803010307
2,8,16,トウショウモード,牡4,57,大野拓弥,1:07.6,1/2,**,1-1,36.9,6.3,3,500(-16),,,,[東] 池上昌弘,トウショウ産業,290.0,200803010307
3,1,2,ガオウ,牡4,57,西田雄一,1:07.6,クビ,**,4-4,36.6,26.6,7,430(-16),,,,[東] 堀井雅広,井上友賢,180.0,200803010307
4,8,15,トーホウカラブラン,牡4,57,木幡初広,1:08.0,2.1/2,**,2-2,37.2,7.3,5,498(-8),,,,[東] 古賀史生,東豊物産,110.0,200803010307
5,1,1,コアレスナイナー,牡4,57,菊沢隆徳,1:08.1,1/2,**,4-4,37.1,7.0,4,482(-6),,,,[東] 鈴木康弘,小林昌志,73.0,200803010307
6,2,4,スニーカーブルース,牡4,57,中舘英二,1:08.2,3/4,**,2-2,37.4,2.6,1,444(0),,,,[西] 平田修,青山洋一,,200803010307
7,5,9,シルクグラディウス,牡4,57,高橋智大,1:08.2,アタマ,**,14-13,36.0,171.9,15,520(-2),,,,[東] 嶋田潤,シルク,,200803010307
8,4,7,エイワンタッチ,牡6,56,的場勇人,1:08.3,クビ,**,11-10,36.6,28.0,8,528(-10),,,,[東] 高市圭二,荒木誠,,200803010307
9,6,11,プリモタイム,牝4,55,古川吉洋,1:08.7,2.1/2,**,8-7,37.3,64.9,12,434(+4),,,,[西] 南井克巳,グランド牧場,,200803010307
10,2,3,オーランボー,牡4,54,千葉直人,1:08.9,1,**,9-9,37.4,79.9,13,490(-14),,,,[東] 鈴木勝美,小林章,,200803010307
11,7,14,ゴールデンシーズ,牝4,55,中村将之,1:08.9,アタマ,**,14-15,36.7,117.1,14,478(+8),,,,[東] 石毛善彦,池田豊治,,200803010307
12,3,5,サラバンド,牝4,53,浜中俊,1:08.9,ハナ,**,9-10,37.4,23.6,6,464(-4),,,,[西] 岡田稲男,サンデーレーシング,,200803010307
13,4,8,ウルトラボルケーノ,牡5,57,津村明秀,1:09.0,クビ,**,7-7,37.7,5.5,2,512(-8),,,,[東] 土田稔,西浦和男,,200803010307
14,3,6,レイゴールド,牡7,57,田辺裕信,1:09.1,1/2,**,13-13,37.2,29.4,9,534(+8),,,,[東] 石栗龍彦,林千枝子,,200803010307
15,6,12,ビゴロッソ,牡5,54,三浦皇成,1:09.9,5,**,11-12,38.2,36.1,10,512(+22),,,,[東] 武藤善則,大北牧場,,200803010307
16,5,10,アイファーアンゼン,牝4,55,安藤光彰,1:11.3,9,**,16-16,38.4,259.2,16,464(+34),,,,[東] 境征勝,中島稔,,200803010307
