着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601020702
1,6,9,アラハ,牝2,54,秋山真一,1:10.4,,**,1-1,35.0,4.3,2,446(0),,,,[西] 岡田稲男,門野重雄,500.0,200601020702
2,3,3,ラストベガ,牝2,54,川島信二,1:10.5,1/2,**,2-2,35.1,2.0,1,420(-4),,,,[東] 加賀武見,吉田昭一,200.0,200601020702
3,8,13,アースコマンダー,牡2,54,藤田伸二,1:10.7,1.1/4,**,3-3,35.2,4.6,3,440(-8),,,,[西] 野元昭,松山増男,130.0,200601020702
4,2,2,ティムガッド,牡2,54,北村宏司,1:10.9,1.1/2,**,5-4,35.3,32.1,7,444(-2),,,,[東] 上原博之,伊達秀和,75.0,200601020702
5,5,8,ヤマノミライ,牝2,54,柴山雄一,1:11.2,1.3/4,**,6-7,35.5,63.2,10,446(0),,,,[東] 加賀武見,澤村敏雄,50.0,200601020702
6,5,7,オーバーカムオール,牡2,52,塚田祥雄,1:11.4,1.1/4,**,12-11,35.0,13.3,4,478(+12),,,,[東] 古賀慎明,河村祥史,,200601020702
7,6,10,ユキノマーガレット,牝2,54,須貝尚介,1:11.4,ハナ,**,10-9,35.3,37.9,9,446(-2),,,,[西] 須貝彦三,遠藤宗義,,200601020702
8,8,14,ケイアイアップヒル,牡2,54,藤岡佑介,1:11.5,3/4,**,6-5,35.8,14.7,5,442(-2),,,,[西] 加用正,啓愛義肢材料販売所,,200601020702
9,3,4,ムカワシシャモ,牝2,54,小林徹弥,1:11.6,クビ,**,6-7,35.9,345.6,14,462(+6),,,,[東] 石栗龍彦,大野満,,200601020702
10,4,6,キングブレーヴ,牡2,54,高井彰大,1:11.7,1/2,**,12-13,35.2,265.3,12,470(+12),,,,[西] 安藤正敏,辻俊夫,,200601020702
11,1,1,カシノベガスター,牡2,54,鈴来直人,1:12.0,1.3/4,**,10-9,35.9,303.3,13,464(-4),,,,[東] 二本柳俊,柏木務,,200601020702
12,7,12,メジロラスタバン,牡2,54,菊沢隆徳,1:12.1,3/4,**,14-13,35.5,138.0,11,450(+4),,,,[東] 奥平真治,メジロ牧場,,200601020702
13,7,11,リバーストーン,牝2,54,本田優,1:12.2,3/4,**,3-5,36.7,34.9,8,424(0),,,,[西] 田所秀孝,瀬渡良三,,200601020702
14,4,5,パワフルリーフ,牝2,54,五十嵐冬,1:12.4,3/4,**,9-11,36.4,23.4,6,466(+2),,,,[東] 清水英克,丸幸小林牧場,,200601020702
