着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703010207
1,4,7,ナイスヴァレー,牝4,55,太宰啓介,2:02.5,,**,1-1-1-1,37.9,9.1,4,432(-6),,,,[西] 岩元市三,林進,730.0,200703010207
2,1,1,タイニーモデル,牝7,55,木幡初広,2:02.8,2,**,7-9-7-11,37.7,4.5,2,460(-4),,,,[東] 宗像義忠,薗部博之,290.0,200703010207
3,7,14,パープルカフェ,牝4,55,二本柳壮,2:03.0,1.1/4,**,2-2-2-2,38.3,97.8,13,474(-8),,,,[東] 小島太,西川恭子,180.0,200703010207
4,1,2,エリモフィナーレ,牝4,52,田中克典,2:03.0,ハナ,**,5-7-11-5,37.8,56.1,10,474(-8),,,,[西] 山内研二,山本慎一,110.0,200703010207
5,4,8,クチベニ,牝4,55,郷原洋司,2:03.2,1.1/4,**,9-12-12-11,37.8,145.3,15,446(-18),,,,[東] 郷原洋行,佐々木徹,73.0,200703010207
6,2,4,コスモシレナ,牝4,52,田中博康,2:03.4,1.1/4,**,15-13-3-3,38.5,23.0,7,460(0),,,,[東] 天間昭一,ビッグレッドファーム,,200703010207
7,2,3,ホーリーミスト,牝4,55,村田一誠,2:03.7,1.3/4,**,16-16-15-13,37.9,10.8,5,432(-6),,,,[東] 後藤由之,社台レースホース,,200703010207
8,3,5,グラスジャスミン,牝5,55,武士沢友,2:03.7,ハナ,**,13-13-15-15,38.0,176.9,16,484(+4),,,,[東] 中野渡清,伊東純一,,200703010207
9,6,11,ビエンナーレ,牝4,52,的場勇人,2:03.8,3/4,**,5-5-7-8,38.7,49.7,9,386(-8),,,,[東] 河野通文,松本俊廣,,200703010207
10,5,10,ウインゼフィール,牝6,54,大野拓弥,2:03.9,3/4,**,9-9-7-5,38.8,12.6,6,490(+2),,,,[東] 藤沢和雄,ウイン,,200703010207
11,5,9,ツリーオブライフ,牝4,52,草野太郎,2:04.0,1/2,**,13-13-13-13,38.4,135.6,14,532(0),,,,[東] 坂本勝美,社台レースホース,,200703010207
12,8,16,エスワイジュピター,牝5,55,高橋亮,2:04.6,3.1/2,**,9-11-13-15,39.0,61.1,11,436(-4),,,,[西] 高橋隆,吉岡泰治,,200703010207
13,6,12,ミココロ,牝6,55,土谷智紀,2:04.8,1.1/4,**,9-7-7-8,39.7,68.3,12,432(-2),,,,[東] 田子冬樹,江川伸夫,,200703010207
14,7,13,パーフェクトマッチ,牝5,55,中舘英二,2:05.0,1.1/4,**,7-5-5-8,40.0,2.4,1,476(-2),,,,[東] 萩原清,サンデーレーシング,,200703010207
15,3,6,シャドウストリーム,牝4,55,上村洋行,2:05.0,ハナ,**,3-3-5-4,40.0,6.0,3,438(0),,,,[西] 森秀行,飯塚知一,,200703010207
16,8,15,トーホウシャイン,牝4,54,塚田祥雄,2:05.2,1.1/4,**,3-3-3-5,40.3,31.0,8,460(-16),,,,[西] 崎山博樹,東豊物産,,200703010207
