着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706030112
1,1,1,ピクシーダスト,牝5,55,田中勝春,1:12.5,,**,3-3,37.0,4.9,2,446(+10),,,,[東] 加藤征弘,社台レースホース,1050.0,200706030112
2,4,4,グリーディー,牝5,55,柴山雄一,1:12.8,1.3/4,**,6-4,37.2,16.2,6,482(+6),,,,[東] 本間忍,清水二朗,420.0,200706030112
3,4,5,キョウエイシンファ,牝5,55,福永祐一,1:12.8,ハナ,**,2-2,37.5,10.1,5,448(-4),,,,[東] 的場均,インターナシヨナルホース,260.0,200706030112
4,7,11,デアテンビー,牝7,52,宮崎北斗,1:13.0,1.1/4,**,1-1,38.0,153.0,13,486(0),,,,[東] 高市圭二,伊坂重憲,160.0,200706030112
5,6,9,レインボーロマンス,牝6,55,石神深一,1:13.0,クビ,**,10-9,36.9,55.6,10,462(0),,,,[東] 佐々木亜,賀張中川牧場,105.0,200706030112
6,2,2,リメンバードリーム,牝5,55,蛯名正義,1:13.1,1/2,**,7-6,37.3,7.6,3,472(+10),,,,[東] 矢野進,社台レースホース,,200706030112
7,6,8,エイワジョリー,牝5,55,柴田善臣,1:13.2,クビ,**,3-4,37.8,2.1,1,470(0),,,,[東] 菊川正達,永井公太郎,,200706030112
8,3,3,ハニーハント,牝6,55,木幡初広,1:13.2,アタマ,**,7-8,37.3,33.5,9,434(+2),,,,[東] 矢野進,サンデーレーシング,,200706030112
9,8,12,ブルーチェイサー,牝6,55,小野次郎,1:13.4,1.1/2,**,3-6,37.9,19.8,8,472(-2),,,,[東] 菅原泰夫,篠木俊二,,200706030112
10,5,7,フレンドリーステラ,牝5,55,松岡正海,1:13.6,3/4,**,13-13,36.9,93.7,12,450(-4),,,,[東] 萱野浩二,増山武志,,200706030112
11,7,10,カマーバンド,牝4,55,勝浦正樹,1:13.7,1/2,**,10-12,37.7,9.3,4,472(-4),,,,[東] 高橋裕,水上行雄,,200706030112
12,8,13,ベネザプレ,牝6,55,吉田隼人,1:13.8,1/2,**,7-10,37.9,78.5,11,472(+6),,,,[東] 菊川正達,ミルファーム,,200706030112
13,5,6,エフテーコンコルド,牝5,55,北村宏司,1:14.0,1.1/4,**,10-11,37.9,19.5,7,516(0),,,,[東] 西塚安夫,深野茂雄,,200706030112
