着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706010308
1,1,1,リワードプレザン,牡4,59,五十嵐雄,3:37.9,,,3-2-1-1,13.6,3.0,2,460(0),,,,[東] 藤原辰雄,宮崎冴子,1828.0,200706010308
2,6,6,カナハラコマンダー,牡5,60,宗像徹,3:39.4,9,,7-8-8-7,13.7,54.2,8,502(+10),,,,[東] 山田要一,寺内正光,728.0,200706010308
3,3,3,マイネルアントス,牡4,59,高野和馬,3:39.8,2.1/2,,4-4-6-5,13.7,10.1,4,542(+4),,,,[東] 畠山重則,サラブレッドクラブ・ラフィアン,454.0,200706010308
4,5,5,ファインピーク,牡5,60,山本康志,3:40.1,1.3/4,,6-6-4-2,13.8,96.3,11,480(+6),,,,[東] 浅野洋一,広田健司,270.0,200706010308
5,2,2,ディバイドバイゼロ,牡7,59,穂苅寿彦,3:40.3,1.1/4,,2-2-3-4,13.8,14.5,5,460(-4),,,,[西] 森秀行,薗部博之,180.0,200706010308
6,6,7,パレスチャンピオン,牡8,62,浜野谷憲,3:40.6,1.3/4,,1-1-2-2,13.8,5.7,3,486(+10),,,,[東] 大江原哲,西村豊,,200706010308
7,8,10,キャピタルゲイン,牝7,57,大庭和弥,3:40.7,1/2,,11-10-9-9,13.8,32.4,7,466(+6),,,,[東] 坂本勝美,飯田正剛,,200706010308
8,8,11,ランドブラザー,牡6,60,嘉堂信雄,3:40.8,3/4,,9-9-7-5,13.8,17.7,6,488(-6),,,,[西] 福島勝,木村善一,,200706010308
9,4,4,ミヤビペルセウス,牡7,60,平沢健治,3:41.6,5,,4-4-4-7,13.9,69.8,9,492(+4),,,,[東] 戸田博文,村上義勝,,200706010308
10,7,8,ホリディオンワード,牝6,57,江田勇亮,3:42.3,4,,10-10-11-10,13.9,82.1,10,488(-4),,,,[東] 郷原洋行,樫山ハル,,200706010308
11,7,9,テイエムジェネラス,牡8,60,西谷誠,3:43.1,5,,7-6-9-10,13.9,2.3,1,462(-6),,,,[西] 福島勝,竹園正繼,,200706010308
