着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805020410
1,6,12,ファストロック,牡4,55,北村宏司,1:59.9,,**,2-2-2,34.4,8.8,4,486(-2),,,,[東] 藤沢和雄,広尾レース,1870.6,200805020410
2,1,1,ダイイチアトム,牡7,55,田中博康,2:00.1,1,**,4-4-4,34.4,11.6,7,490(-6),,,,[東] 手塚貴久,吉田千津,741.6,200805020410
3,5,10,ブラックシャンツェ,牡4,56,池添謙一,2:00.1,ハナ,**,7-8-8,34.0,7.3,3,516(+4),,,,[西] 長浜博之,畑佐博,465.8,200805020410
4,7,15,ダンスアジョイ,牡7,57,藤岡佑介,2:00.3,1.1/4,**,13-14-12,34.0,6.3,2,516(-4),,,,[西] 松永幹夫,加藤泰章,270.0,200805020410
5,7,13,マルタカハーモニー,牡6,55,小林淳一,2:00.3,クビ,**,3-3-3,34.7,26.1,11,484(-4),,,,[東] 清水美波,高橋義和,183.0,200805020410
6,2,4,トウキュウトップ,牡6,54,吉田豊,2:00.7,2.1/2,**,5-5-6,34.8,47.2,13,480(-4),,,,[東] 矢野照正,一ノ瀬恭,,200805020410
7,3,5,ニシノコンドコソ,牡4,55,村田一誠,2:00.7,クビ,**,17-14-16,34.2,10.7,6,498(+2),,,,[東] 萱野浩二,西山茂行,,200805020410
8,7,14,ナイスハンド,牡8,54,岩部純二,2:00.8,3/4,**,15-14-16,34.2,178.7,18,474(+6),,,,[東] 松永康利,加藤徹,,200805020410
9,1,2,マイネルアナハイム,牡4,55,勝浦正樹,2:00.9,1/2,**,7-7-8,34.9,12.6,8,504(0),,,,[東] 高橋裕,サラブレッドクラブ・ラフィアン,,200805020410
10,5,9,ブルーマーテル,牡4,53,江田照男,2:00.9,ハナ,**,18-18-16,34.3,96.0,15,450(-2),,,,[東] 菅原泰夫,三協軽種馬,,200805020410
11,8,17,サケダイスキ,牡5,55,大野拓弥,2:01.0,クビ,**,1-1-1,36.0,13.8,9,480(-6),,,,[東] 奥平雅士,臼井義太郎,,200805020410
12,3,6,オーバーカムオール,牡4,55,横山義行,2:01.0,クビ,**,10-11-12,34.7,121.2,17,506(-2),,,,[東] 古賀慎明,河村祥史,,200805020410
13,4,7,ソリッドスライダー,牡7,56,後藤浩輝,2:01.1,クビ,**,10-11-11,34.9,16.1,10,476(+2),,,,[東] 加藤征弘,平井卓志,,200805020410
14,8,16,トーセンクラウン,牡4,57,吉田隼人,2:01.1,ハナ,**,7-8-6,35.2,4.5,1,460(-4),,,,[東] 菅原泰夫,島川隆哉,,200805020410
15,8,18,ワイルドコンコルド,牡4,55,蛯名正義,2:01.4,2,**,10-11-8,35.3,9.5,5,532(-4),,,,[東] 伊藤正徳,廣崎利洋,,200805020410
16,2,3,ワルキューレ,牝4,52,郷原洋司,2:01.5,クビ,**,13-8-12,35.2,37.5,12,484(-4),,,,[東] 秋山雅一,岡田牧雄,,200805020410
17,6,11,ドクターグリム,牡6,54,柴田善臣,2:01.5,クビ,**,5-5-4,35.8,105.7,16,478(+2),,,,[東] 根本康広,松岡悟,,200805020410
18,4,8,ファイトクラブ,牡8,54,小野次郎,2:01.5,ハナ,**,16-14-12,35.2,78.0,14,514(+2),,,,[東] 大久保洋,臼田浩義,,200805020410
