着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703030707
1,3,6,タイセイファイター,牡3,55,芹沢純一,2:01.4,,**,2-2-2-2,36.8,19.1,8,512(+2),,,,[西] 新川恵,田中成奉,730.0,200703030707
2,2,3,エムケイドリーム,牡4,55,的場勇人,2:01.6,1.1/2,**,7-6-3-3,36.9,7.5,3,492(+4),,,,[東] 秋山雅一,小堺正明,290.0,200703030707
3,5,9,セラフィックロンプ,牝3,50,宮崎北斗,2:01.9,2,**,1-1-1-1,37.5,8.4,4,480(+4),,,,[東] 武藤善則,井上一郎,180.0,200703030707
4,1,2,マイネルヴルメリオ,牡3,55,佐藤哲三,2:02.1,1.1/2,**,4-4-3-4,37.3,8.6,5,518(0),,,,[西] 坪憲章,サラブレッドクラブ・ラフィアン,110.0,200703030707
5,4,8,ドレックセル,牡4,57,安藤光彰,2:02.1,ハナ,**,16-16-16-15,36.2,73.7,13,540(+2),,,,[東] 岩城博俊,森島商事,73.0,200703030707
6,6,12,マースエンペラー,牡5,57,藤岡佑介,2:02.3,1,**,10-11-10-7,37.1,5.2,2,514(+8),,,,[西] 藤岡健一,サンデーレーシング,,200703030707
7,6,11,マイネルメロス,牡4,57,石神深一,2:02.5,1.1/2,**,14-15-12-10,37.1,17.0,7,464(+4),,,,[東] 堀井雅広,サラブレッドクラブ・ラフィアン,,200703030707
8,7,14,メイショウイチバン,牡3,52,荻野琢真,2:02.6,3/4,**,12-13-12-14,37.2,60.3,12,484(+4),,,,[西] 飯田明弘,松本好雄,,200703030707
9,3,5,ショウナンライジン,牡3,55,吉田豊,2:02.6,ハナ,**,10-10-8-5,37.5,3.1,1,496(+8),,,,[東] 大久保洋,国本哲秀,,200703030707
10,8,15,ミヤコノカーン,セ6,57,木幡初広,2:02.6,ハナ,**,12-13-12-10,37.2,22.5,9,466(-4),,,,[東] 佐藤吉勝,吉田都枝江,,200703030707
11,2,4,エルブランコ,牝4,55,村田一誠,2:02.8,1.1/4,**,14-11-10-7,37.6,28.7,10,440(0),,,,[東] 松永康利,サンデーレーシング,,200703030707
12,8,16,サムデイシュアー,牡3,55,丹内祐次,2:03.0,1.1/4,**,7-8-6-7,38.1,29.5,11,450(+2),,,,[東] 岩戸孝樹,ジェイアール,,200703030707
13,4,7,プラチナブラック,牡3,55,柴田大知,2:03.1,3/4,**,2-2-3-5,38.4,125.4,16,442(+2),,,,[東] 高松邦男,松平正樹,,200703030707
14,5,10,コスモリリー,牝3,53,中舘英二,2:03.4,1.3/4,**,7-8-8-10,38.3,11.5,6,408(-2),,,,[東] 畠山吉宏,ビッグレッドファーム,,200703030707
15,7,13,エリモフィナーレ,牝4,52,田中克典,2:04.3,5,**,4-6-6-10,39.3,88.7,15,502(0),,,,[西] 山内研二,山本慎一,,200703030707
16,1,1,シルクトラベラー,牡5,57,田面木博,2:06.8,大,**,4-4-12-16,41.4,78.5,14,474(+24),,,,[東] 蛯名信広,シルク,,200703030707
