着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806010604
1,5,7,ゴールデンシャイン,牡4,59,西谷誠,3:16.9,,,9-8-6-6,13.7,4.6,2,474(-10),,,,[西] 加用正,協栄,850.0,200806010604
2,5,8,オープンガーデン,牡4,59,江田勇亮,3:17.3,2.1/2,,2-2-2-1,13.7,93.7,12,480(-4),,,,[東] 郷原洋行,吉橋計,340.0,200806010604
3,1,1,ヘンリーゴンドーフ,セ4,59,宗像徹,3:17.9,3.1/2,,10-10-9-7,13.7,8.4,5,480(-10),,,,[東] 加藤征弘,社台レースホース,210.0,200806010604
4,7,12,ドングレイシー,牡6,60,林満明,3:18.3,2.1/2,,4-4-3-3,13.8,25.3,9,512(+10),,,,[西] 崎山博樹,山田貢一,130.0,200806010604
5,7,11,ジュレップ,セ7,60,横山義行,3:18.3,アタマ,,8-8-6-7,13.8,3.3,1,480(+4),,,,[東] 小西一男,サンデーレーシング,85.0,200806010604
6,8,13,カズノダンシング,牡5,60,穂苅寿彦,3:18.5,1.1/4,,4-5-5-4,13.8,7.6,4,494(+4),,,,[東] 杉浦宏昭,中山牧場,,200806010604
7,8,14,アタゴハヤブサ,牡5,60,田中剛,3:18.5,クビ,,2-2-3-4,13.8,12.9,6,486(0),,,,[東] 中野栄治,坪野谷和平,,200806010604
8,4,5,チェスナットマン,牡4,59,黒岩悠,3:19.1,3.1/2,,6-5-9-7,13.8,33.6,10,486(+10),,,,[西] 高橋隆,猪野毛雅人,,200806010604
9,3,3,ワンモアスエルテ,牡4,59,石神深一,3:19.3,1,,1-1-1-2,13.8,19.6,8,496(+10),,,,[東] 佐藤吉勝,松井一三,,200806010604
10,4,6,ハワイアンボーイ,牡4,59,高野和馬,3:20.3,6,,13-13-12-11,13.9,212.0,14,442(+8),,,,[東] 柴田政人,グランド牧場,,200806010604
11,2,2,メジログリーン,牡9,60,大庭和弥,3:20.3,クビ,,14-14-12-12,13.9,5.6,3,490(+8),,,,[東] 奥平雅士,メジロ牧場,,200806010604
12,6,9,シンボリロッキー,セ8,60,五十嵐雄,3:20.4,3/4,,6-7-6-10,13.9,17.2,7,522(+2),,,,[東] 高橋祥泰,和田啓子,,200806010604
13,3,4,ハンナフレグランス,牝5,58,浜野谷憲,3:23.2,大,,11-12-14-14,14.1,36.4,11,506(+10),,,,[東] 戸田博文,窪田芳郎,,200806010604
14,6,10,リバーウィンド,セ4,59,山本康志,3:23.3,クビ,,11-11-11-13,14.1,154.2,13,460(-10),,,,[東] 柴田政人,泉俊二,,200806010604
