着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806050707
1,8,15,ラオムフェーレ,牡4,57,勝浦正樹,1:12.0,,**,5-3,37.3,6.5,3,494(+2),,,,[東] 保田一隆,ミルファーム,740.0,200806050707
2,6,12,トーセンセイント,牡4,57,吉田豊,1:12.3,2,**,1-1,38.0,1.9,1,512(+16),,,,[東] 柴崎勇,島川隆哉,300.0,200806050707
3,3,5,ドリームシャドウ,牡3,56,藤田伸二,1:12.5,1.1/2,**,12-11,37.2,14.3,5,512(+6),,,,[東] 堀井雅広,セゾンレースホース,190.0,200806050707
4,7,13,ライカート,牝4,55,津村明秀,1:12.6,クビ,**,2-2,38.2,6.0,2,488(+28),,,,[東] 鈴木伸尋,社台レースホース,110.0,200806050707
5,6,11,マッシュアップ,牡3,55,三浦皇成,1:12.7,3/4,**,8-7,37.8,18.8,7,454(+10),,,,[東] 小笠倫弘,グリーンファーム,74.0,200806050707
6,5,10,モエレジンダイコ,牡3,56,江田照男,1:12.7,ハナ,**,7-7,37.9,19.4,8,476(+10),,,,[東] 大江原哲,西村豊,,200806050707
7,2,3,ティティボス,牡4,57,内田博幸,1:13.2,3,**,8-10,38.3,11.2,4,488(-2),,,,[東] 斎藤誠,冨塚善三,,200806050707
8,4,7,ルルドウォーター,牡5,57,大庭和弥,1:13.3,1/2,**,3-5,38.7,98.9,11,476(+4),,,,[東] 平井雄二,岡田牧雄,,200806050707
9,2,4,カワチノオジサン,牡3,56,田中勝春,1:13.5,1.1/4,**,15-14,37.4,14.4,6,490(-2),,,,[東] 加藤征弘,グランプリ,,200806050707
10,5,9,スイートグラーツ,牝3,51,伊藤工真,1:13.6,1/2,**,12-12,38.4,132.4,12,416(-2),,,,[東] 高橋祥泰,和田啓子,,200806050707
11,4,8,リッシンボス,牡4,57,柴田善臣,1:14.3,4,**,5-5,39.6,161.5,14,546(+18),,,,[東] 菅原泰夫,小原該一,,200806050707
12,8,16,ヘブンリーゲート,牡3,56,小林淳一,1:14.4,1/2,**,8-7,39.5,600.0,16,488(-8),,,,[東] 沢峰次,石瀬浩三,,200806050707
13,3,6,ステップザビート,牡4,57,村田一誠,1:14.5,1/2,**,15-15,38.3,196.9,15,522(+18),,,,[東] 粕谷昌央,岡田牧雄,,200806050707
14,1,2,ジェヴォーナ,牝3,54,熊沢重文,1:14.8,2,**,14-15,38.9,135.4,13,424(+10),,,,[東] 成島英春,ヒダカ・ブリーダーズ・ユニオン,,200806050707
15,1,1,サクラスウィープ,牝4,55,吉田隼人,1:15.4,3.1/2,**,11-13,40.3,39.3,9,466(-6),,,,[東] 藤原辰雄,さくらコマース,,200806050707
16,7,14,プライドオブキング,牡3,56,後藤浩輝,1:15.7,1.3/4,**,3-3,41.2,61.9,10,506(-4),,,,[東] 国枝栄,社台レースホース,,200806050707
