着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705030404
1,6,11,ナムラシンドバッド,牡3,56,安藤勝己,1:49.1,,**,5-5-7,34.1,5.1,3,462(+2),,,,[西] 矢作芳人,奈村信重,500.0,200705030404
2,6,12,ビービーファルコン,牡3,56,田中勝春,1:49.4,2,**,10-10-9,34.2,4.5,2,444(-10),,,,[東] 古賀慎明,坂東牧場,200.0,200705030404
3,3,6,エアシャムス,牡3,56,横山典弘,1:49.5,クビ,**,8-10-9,34.2,3.9,1,500(-6),,,,[東] 伊藤正徳,ラッキーフィールド,130.0,200705030404
4,4,7,ダイワジェラート,牝3,54,藤田伸二,1:49.6,1/2,**,1-1-1,34.9,12.2,6,430(+2),,,,[東] 秋山雅一,大城敬三,75.0,200705030404
5,7,14,サンライトプリティ,牝3,54,池添謙一,1:49.8,1,**,4-4-2,35.0,13.7,7,440(-2),,,,[東] 蛯名信広,酒井祐三,50.0,200705030404
6,2,4,サイレンスデザート,牝3,54,内田博幸,1:50.1,2,**,13-12-13,34.6,34.8,10,482(-8),,,,[東] 小笠倫弘,鈴木可一,,200705030404
7,4,8,フレノカトリーヌ,牝3,51,宮崎北斗,1:50.1,クビ,**,2-2-2,35.3,118.0,13,446(+4),,,,[東] 小島茂之,ヤブウチ,,200705030404
8,1,1,モリトホマレ,牝3,54,二本柳壮,1:50.3,1,**,16-15-15,34.6,89.7,12,450(+8),,,,[東] 後藤由之,石橋忠之,,200705030404
9,3,5,ダンスソーラン,牡3,56,吉田豊,1:50.5,1.1/2,**,5-5-7,35.5,33.6,9,486(+2),,,,[東] 佐藤全弘,酒井芳男,,200705030404
10,7,13,シルクアプサラス,牝3,51,田中博康,1:50.5,ハナ,**,8-8-9,35.3,233.8,16,438(+12),,,,[東] 蛯名信広,シルク,,200705030404
11,5,9,ジョーネンボー,牡3,56,小野次郎,1:50.5,クビ,**,3-2-2,35.7,8.4,5,496(-2),,,,[東] 柴田政人,泉俊二,,200705030404
12,8,16,ケイコワンデイ,牡3,56,田中剛,1:50.8,1.3/4,**,10-8-5,35.9,192.5,15,490(-6),,,,[東] 上原博之,小林けい子,,200705030404
13,1,2,ユーヴェリア,牝3,54,柴田善臣,1:50.9,1/2,**,12-12-13,35.4,45.5,11,434(+12),,,,[東] 武藤善則,ローレルレーシング,,200705030404
14,5,10,カリズマウイッシュ,セ3,56,武士沢友,1:50.9,クビ,**,14-16-16,35.0,275.3,17,468(+8),,,,[東] 菅原泰夫,篠木俊二,,200705030404
15,7,15,ミスターアタゴ,牡3,56,村田一誠,1:51.1,1.1/4,**,5-7-5,36.2,288.4,18,510(+10),,,,[東] 柄崎孝,坪野谷和平,,200705030404
16,8,18,スズノライコウ,牡3,56,後藤浩輝,1:51.3,1.1/4,**,14-12-12,35.9,6.6,4,474(-12),,,,[東] 高橋裕,小紫芳夫,,200705030404
17,2,3,キャプテンロー,牡3,56,郷原洋司,1:51.4,3/4,**,18-18-16,35.5,135.2,14,470(+16),,,,[東] 郷原洋行,新木鈴子,,200705030404
18,8,17,ミッキーポケット,セ3,56,武豊,1:51.6,1,**,16-16-18,35.4,29.2,8,460(0),,,,[東] 小島太,野田みづき,,200705030404
