着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701010607
1,5,5,リボンノキシ,牝3,52,勝浦正樹,0:58.8,,**,1-1,35.8,3.5,2,454(+2),,,,[東] 菊川正達,森岡一郎,740.0,200701010607
2,2,2,ジョウノナンシー,牝4,52,佐藤聖也,0:59.1,1.3/4,**,2-2,35.9,10.3,5,438(+9),,,,[西] 平田修,小川義勝,300.0,200701010607
3,7,10,ダイタクカイエン,牡5,57,藤岡佑介,0:59.3,1.1/2,**,3-3,36.0,17.0,6,504(+2),,,,[西] 鹿戸明,小林昌志,190.0,200701010607
4,8,11,ロイヤルタバスコ,牝3,52,横山典弘,0:59.4,1/2,**,3-3,36.1,3.3,1,468(+2),,,,[東] 藤沢和雄,細川祐季子,110.0,200701010607
5,4,4,リヒター,牝4,52,黛弘人,0:59.5,1/2,**,8-8,35.8,4.8,3,488(+6),,,,[東] 大江原哲,井上一郎,74.0,200701010607
6,5,6,ベルモントシャルム,牝5,55,木幡初広,0:59.7,1.1/4,**,5-5,36.2,181.3,12,494(+20),,,,[東] 中野栄治,ベルモントファーム,,200701010607
7,1,1,ビーチフェスタ,牝4,55,松田大作,1:00.0,2,**,5-5,36.5,24.3,8,466(+12),,,,[西] 加用正,社台レースホース,,200701010607
8,6,7,トランプ,牡3,54,川島信二,1:00.3,2,**,12-11,36.0,18.3,7,468(0),,,,[西] 崎山博樹,冨沢敦子,,200701010607
9,6,8,スーパーパンサー,牡4,57,小林徹弥,1:00.5,1,**,10-9,36.6,59.3,10,480(+6),,,,[東] 二本柳俊,浜野順之助,,200701010607
10,7,9,アルスヴィド,牡4,57,古川吉洋,1:00.6,1/2,**,8-10,36.9,26.9,9,502(+12),,,,[東] 伊藤伸一,加藤信之,,200701010607
11,3,3,メイショウシラヌイ,セ6,57,北村浩平,1:01.0,2.1/2,**,10-11,37.1,73.1,11,464(+2),,,,[西] 安達昭夫,松本好雄,,200701010607
12,8,12,アリマエンプレス,牝3,52,藤田伸二,1:01.1,クビ,**,5-5,37.6,7.2,4,450(0),,,,[東] 加藤和宏,有馬博文,,200701010607
