着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805030708
1,7,13,マチカネミノリ,セ5,57,内田博幸,1:37.8,,**,3-3,36.6,5.2,3,502(-12),,,,[東] 藤沢和雄,細川益男,740.0,200805030708
2,5,10,ワインアドバイザー,牡5,57,後藤浩輝,1:37.9,3/4,**,2-2,36.8,12.9,6,468(+4),,,,[東] 鈴木伸尋,社台レースホース,300.0,200805030708
3,2,3,イノチノアカリ,牝4,55,武幸四郎,1:38.3,2+クビ,**,15-14,36.0,27.1,9,440(0),,,,[西] 武邦彦,小林祥晃,190.0,200805030708
4,8,16,ワンダールビアノ,牡5,54,千葉直人,1:38.3,ハナ,**,11-11,36.2,15.5,7,478(-2),,,,[西] 領家政蔵,山本信行,110.0,200805030708
5,4,7,メインセイラー,牡4,57,安藤勝己,1:38.6,1.3/4,**,4-3,37.3,4.5,2,514(-4),,,,[東] 武市康男,臼田浩義,74.0,200805030708
6,1,2,マイネルアーバニタ,牡4,57,松岡正海,1:38.6,アタマ,**,14-14,36.3,17.7,8,458(+2),,,,[東] 佐藤吉勝,サラブレッドクラブ・ラフィアン,,200805030708
7,3,5,テンジンニチオー,牡4,57,勝浦正樹,1:38.7,3/4,**,10-8,36.9,12.2,5,450(-2),,,,[東] 松山康久,テンジン,,200805030708
8(降),3,6,エバーモア,牡4,57,藤田伸二,1:38.2,,**,7-7,36.6,3.3,1,494(+8),,,,[東] 矢野照正,永野千枝子,,200805030708
9,1,1,プークン,牡4,56,田中博康,1:39.4,4,**,16-16,36.6,159.5,15,474(-10),,,,[東] 小島茂之,後藤田公仁,,200805030708
10,4,8,シャルロットノアル,牝4,54,的場勇人,1:39.6,1.1/4,**,6-5,38.2,8.3,4,486(0),,,,[東] 小島茂之,サンデーレーシング,,200805030708
11,6,12,サクラブルーム,牝4,52,黛弘人,1:39.8,1,**,12-11,37.7,159.5,15,514(+9),,,,[東] 伊藤圭三,さくらコマース,,200805030708
12,8,15,エターナルフラワー,牝4,52,丸田恭介,1:39.9,3/4,**,8-8,38.1,86.3,12,460(-6),,,,[東] 畠山重則,ヒダカ・ブリーダーズ・ユニオン,,200805030708
13,5,9,マキハタセンシブル,牝4,55,左海誠二,1:40.1,1.1/2,**,12-11,38.0,96.3,14,394(0),,,,[東] 佐藤全弘,槇本牧場,,200805030708
14,2,4,シンボリバッハ,セ4,57,吉田隼人,1:40.2,クビ,**,1-1,39.2,34.6,10,498(-17),,,,[東] 岩戸孝樹,シンボリ牧場,,200805030708
15,7,14,クリールボルケーノ,牡4,54,三浦皇成,1:40.4,1.1/4,**,8-10,38.4,41.8,11,474(-15),,,,[東] 相沢郁,横山修二,,200805030708
16,6,11,チャームウィーク,牝4,55,柴山雄一,1:40.6,1.1/4,**,4-5,39.2,93.0,13,514(+14),,,,[東] 清水英克,タマモ,,200805030708
