着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706010701
1,7,13,シーキングドーラ,牝3,53,吉田隼人,1:13.6,,**,3-3,39.1,4.9,3,456(-4),,,,[東] 秋山雅一,藤田与志男,500.0,200706010701
2,4,8,サウスヒューマー,牝3,54,柴田善臣,1:13.7,クビ,**,1-1,39.4,3.7,2,466(-8),,,,[東] 高橋祥泰,南波壽,200.0,200706010701
3,5,10,アイアムポセイドン,牡3,56,木幡初広,1:13.9,1.1/4,**,2-2,39.5,6.7,4,508(-2),,,,[東] 杉浦宏昭,堀紘一,130.0,200706010701
4,1,1,ベルモントエアロ,牡3,56,勝浦正樹,1:14.0,1/2,**,7-7,39.1,24.1,6,476(-6),,,,[東] 小西一男,ベルモントファーム,75.0,200706010701
5,7,14,ウイビリーブ,牡3,56,小野次郎,1:14.0,ハナ,**,4-4,39.3,2.6,1,448(+4),,,,[東] 伊藤伸一,深澤陽一郎,50.0,200706010701
6,4,7,エクスハイタッチ,牡3,56,後藤浩輝,1:14.5,3,**,9-8,39.1,117.9,13,436(0),,,,[東] 柄崎孝,前田繁,,200706010701
7,8,16,エクレールブラン,牡3,56,武士沢友,1:14.6,1/2,**,7-5,39.6,73.8,11,474(0),,,,[東] 稗田研二,ヒダカ・ブリーダーズ・ユニオン,,200706010701
8,8,15,サンライトフェロー,牡3,56,松岡正海,1:14.7,1/2,**,15-15,38.6,205.8,14,470(+2),,,,[東] 相沢郁,神田紘爾,,200706010701
9,3,6,サムライ,牡3,56,四位洋文,1:14.7,アタマ,**,15-15,38.6,22.8,5,466(-2),,,,[東] 中島敏文,新井原博,,200706010701
10,2,4,デザインシチー,牡3,56,柴山雄一,1:14.9,1.1/2,**,9-8,39.5,49.4,9,416(-4),,,,[東] 奥平雅士,友駿ホースクラブ,,200706010701
11,5,9,テンエイルンルン,牝3,54,大庭和弥,1:15.2,1.3/4,**,12-12,39.5,376.9,15,456(+4),,,,[東] 嶋田潤,熊坂富寿雄,,200706010701
12,2,3,セレスクラージュ,牡3,56,蛯名正義,1:15.3,クビ,**,9-11,39.9,91.9,12,440(+2),,,,[東] 和田正道,岡浩二,,200706010701
13,6,11,フレンドリーマルス,牡3,56,江田照男,1:15.4,1/2,**,12-12,39.7,25.9,8,422(-8),,,,[東] 中川公成,増山武志,,200706010701
14,1,2,ケイアイスキャット,牡3,56,石橋脩,1:15.8,2.1/2,**,4-8,41.1,25.9,7,498(0),,,,[東] 松山康久,亀田守弘,,200706010701
15,3,5,マルターズダコダ,牡3,55,津村明秀,1:15.8,ハナ,**,14-12,40.0,413.1,16,490(+8),,,,[東] 斎藤誠,藤田与志男,,200706010701
16,6,12,ダノンバチアー,牡3,56,吉田豊,1:16.4,3.1/2,**,4-5,41.7,58.8,10,454(-12),,,,[東] 戸田博文,ダノックス,,200706010701
