着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703030812
1,8,9,エーシントゥルボー,牝3,53,川島信二,2:06.7,,**,5-5-6-2,36.8,2.4,1,520(+2),,,,[東] 大久保洋,平井宏承,1086.4,200703030812
2,2,2,ハリーアップ,牡3,55,中舘英二,2:06.9,1.1/2,**,9-7-7-7,36.9,4.0,3,476(-4),,,,[東] 小島太,首藤徳,430.4,200703030812
3,7,7,クリムゾンベガ,牡3,55,木幡初広,2:07.1,1.1/4,**,6-6-3-2,37.4,3.8,2,472(+6),,,,[東] 大江原哲,社台レースホース,265.2,200703030812
4,7,8,ミココロ,牝6,55,大野拓弥,2:07.1,アタマ,**,4-4-3-2,37.4,44.7,7,430(+4),,,,[東] 田子冬樹,江川伸夫,160.0,200703030812
5,4,4,コスモチェーロ,牝4,55,津村明秀,2:07.2,クビ,**,1-1-1-1,37.9,14.2,5,464(-6),,,,[東] 畠山重則,ビッグレッドファーム,105.0,200703030812
6,1,1,マッシヴカイザー,牡3,55,芹沢純一,2:07.2,クビ,**,2-2-3-2,37.6,15.8,6,510(+2),,,,[西] 大橋勇樹,小川勲,,200703030812
7,6,6,ストロングラリー,牡3,55,田中博康,2:07.8,3.1/2,**,8-9-8-7,37.6,9.7,4,482(+6),,,,[東] 宗像義忠,村木篤,,200703030812
8,8,10,シゲルイサイダカ,牡4,57,赤木高太,2:07.9,1/2,**,6-7-8-9,37.7,46.9,8,508(-4),,,,[西] 坪憲章,森中蕃,,200703030812
9,5,5,コウヨウオラリア,牝3,53,安藤光彰,2:08.2,2,**,2-2-2-2,38.8,66.7,10,480(+4),,,,[東] 山田要一,寺内正光,,200703030812
10,3,3,エプソムブラスト,牡3,55,古川吉洋,2:09.2,6,**,9-10-10-10,38.7,65.8,9,436(-7),,,,[西] 浜田光正,ジャパン・ホースマン・クラブ,,200703030812
