着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706010204
1,4,6,グローリアスゲスト,牡5,60,蓑島靖典,3:20.3,,,1-2-2-2,13.9,143.3,11,482(0),,,,[東] 鈴木勝美,鈴木芳夫,850.0,200706010204
2,4,5,ニシノジュエリー,牝6,58,宗像徹,3:20.9,3.1/2,,2-3-1-1,14.0,2.2,1,474(-4),,,,[東] 水野貴広,西山茂行,340.0,200706010204
3,7,11,シルクリベラル,セ4,57,水出大介,3:22.5,10,,4-4-7-6,14.1,272.9,13,478(-2),,,,[東] 矢野進,シルク,210.0,200706010204
4,2,2,タイキダイナスティ,牡8,60,矢原洋一,3:22.8,1.3/4,,7-6-4-5,14.1,3.6,2,534(0),,,,[東] 土田稔,大樹ファーム,130.0,200706010204
5,8,13,レオスターライト,牡6,60,柴田大知,3:23.3,3,,12-12-9-9,14.1,15.3,6,456(+8),,,,[東] 岩戸孝樹,レオ,85.0,200706010204
6,3,3,ワイズタイクーン,牡5,60,穂苅寿彦,3:23.5,1,,2-1-3-3,14.1,26.1,8,514(-2),,,,[東] 和田正道,井口莞爾,,200706010204
7,5,8,レッツゴーアテネ,セ6,60,金子光希,3:24.1,3.1/2,,7-6-4-4,14.2,10.9,4,466(0),,,,[東] 二本柳俊,広田健司,,200706010204
8,5,7,エムテイクラウン,牡4,59,林満明,3:24.4,1.3/4,,12-11-11-11,14.2,13.4,5,458(+6),,,,[西] 服部利之,山本治,,200706010204
9,7,12,ブラストシチー,牡7,60,大庭和弥,3:24.7,2,,9-9-8-8,14.2,7.5,3,490(-6),,,,[東] 嶋田功,友駿ホースクラブ,,200706010204
10,3,4,コスモベリュームト,牡4,57,千葉直人,3:25.0,1.3/4,,6-8-9-10,14.2,56.6,10,506(+26),,,,[東] 佐々木亜,ビッグレッドファーム,,200706010204
11,1,1,トウカイチャレンジ,牡6,60,平沢健治,3:25.4,2.1/2,,4-4-6-7,14.3,34.6,9,474(+8),,,,[東] 坂本勝美,飯田正剛,,200706010204
12,6,10,ウリエル,牡5,60,嘉堂信雄,3:27.1,大,,12-14-13-13,14.4,21.8,7,476(+16),,,,[東] 斎藤宏,伊達秀和,,200706010204
13,6,9,ビューティピース,牝4,57,江田勇亮,3:28.1,6,,10-9-12-12,14.5,304.9,14,428(-6),,,,[東] 平井雄二,野口弘司,,200706010204
14,8,14,ダンスカーニバル,牝7,58,山本康志,3:29.7,10,,11-13-14-14,14.6,196.4,12,456(+4),,,,[東] 清水英克,グランド牧場,,200706010204
