着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200401020503
1,5,5,レイビクトリー,牡3,53,藤岡佑介,0:59.5,,,2-2,36.2,2.4,1,526(-4),,,,[西] 作田誠二,林千枝子,500.0,200401020503
2,2,2,シルクオリンピア,牝3,51,加藤士津,0:59.6,クビ,,1-1,36.5,84.5,11,424(0),,,,[東] 国枝栄,シルク,200.0,200401020503
3,6,8,スズカシャトル,牡3,53,南井大志,0:59.7,3/4,,9-6,35.7,6.2,4,456(+12),,,,[西] 南井克巳,永井啓弍,130.0,200401020503
4,7,9,リベラリティ,牝3,53,石橋脩,1:00.2,3,,7-6,36.4,19.1,6,464(-4),,,,[東] 石栗龍彦,グランド牧場,75.0,200401020503
5,3,3,タマモレーシング,牡3,56,四位洋文,1:00.3,3/4,,2-4,37.0,5.2,3,488(0),,,,[西] 松田正弘,タマモ,50.0,200401020503
6,7,10,ギャラクシクエスト,牡3,56,千田輝彦,1:00.4,3/4,,6-4,36.8,29.7,7,436(+12),,,,[西] 小島貞博,グリーンテック,,200401020503
7,6,7,ヒガシトレジャー,牡3,56,芹沢純一,1:00.5,1/2,,10-9,36.3,48.8,8,456(+8),,,,[西] 鹿戸明,ヤナガワ牧場,,200401020503
8,1,1,シュリンクス,牝3,51,津村明秀,1:00.7,1.1/2,,2-3,37.4,13.0,5,450(+6),,,,[東] 戸田博文,ヒダカ・ブリーダーズ・ユニオン,,200401020503
9,8,12,キャッチアップ,牝3,54,吉永護,1:01.2,3,,7-10,37.4,64.8,9,434(+8),,,,[東] 斎藤宏,グランド牧場,,200401020503
10,4,4,シルクコンコルド,牡3,56,菊沢隆徳,1:01.2,クビ,,10-10,37.0,66.2,10,582(+6),,,,[東] 二本柳俊,シルク,,200401020503
11,5,6,サントテスコ,牡3,54,松岡正海,1:01.3,クビ,,5-6,37.9,3.8,2,506(+4),,,,[東] 菅原泰夫,近嶋勇,,200401020503
12,8,11,シャラララ,牝3,54,勝浦正樹,1:02.2,5,,12-12,37.9,105.8,12,426(0),,,,[西] 古川平,ターフ・スポート,,200401020503
