着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706020402
1,3,5,マキノジョリエ,牝3,54,岩田康誠,1:58.9,,**,3-3-3-3,39.6,1.8,1,460(-6),,,,[東] 土田稔,島宮萬喜,500.0,200706020402
2,4,7,ルクラージュ,牝3,54,江田照男,1:59.0,1/2,**,1-1-1-1,40.1,154.9,12,538(+10),,,,[東] 境征勝,ヒダカ・ブリーダーズ・ユニオン,200.0,200706020402
3,6,11,キャサリンダイヤ,牝3,54,勝浦正樹,1:59.3,1.3/4,**,9-8-7-6,39.7,55.6,9,476(+2),,,,[東] 稗田研二,藤沢牧場,130.0,200706020402
4,5,8,フローリスト,牝3,54,木幡初広,1:59.3,ハナ,**,12-13-12-8,39.1,10.4,3,414(-14),,,,[東] 大和田稔,今井正一,75.0,200706020402
5,7,13,コスモエスパース,牝3,54,津村明秀,1:59.6,2,**,3-3-2-2,40.6,134.2,11,444(+4),,,,[東] 小笠倫弘,ビッグレッドファーム,50.0,200706020402
6,8,14,スカイワード,牝3,54,小林淳一,1:59.7,クビ,**,5-5-3-3,40.4,32.8,7,436(-4),,,,[東] 小桧山悟,浅田次郎,,200706020402
7,6,10,ゴールデンシーズ,牝3,54,北村宏司,2:00.5,5,**,9-8-3-3,41.2,379.0,14,452(-4),,,,[東] 古賀慎明,池田豊治,,200706020402
8,1,1,クロカンブッシュ,牝3,54,松岡正海,2:00.9,2.1/2,**,15-15-13-9,40.5,79.4,10,422(-16),,,,[東] 手塚貴久,高橋修身,,200706020402
9,2,2,アーモンドグランス,牝3,54,田中勝春,2:01.1,1.1/2,**,14-14-13-13,40.8,34.0,8,466(-2),,,,[東] 小桧山悟,柴原榮,,200706020402
10,7,12,ジェニアロング,牝3,54,御神本訓,2:01.3,1,**,12-8-9-7,41.4,26.8,6,514(-6),,,,[東] 蛯名信広,浅野正敏,,200706020402
11,4,6,ステラフィランテ,牝3,51,草野太郎,2:01.9,3.1/2,**,8-8-13-15,41.5,196.7,13,432(+4),,,,[東] 萩原清,キャロットファーム,,200706020402
12,3,4,ミウラマリリン,牝3,54,吉田豊,2:01.9,ハナ,**,9-8-11-9,41.8,15.6,4,470(-10),,,,[東] 柄崎孝,佐藤明,,200706020402
13,2,3,メジロシェダー,牝3,54,蛯名正義,2:03.2,8,**,5-5-7-9,43.5,3.0,2,506(0),,,,[東] 伊藤圭三,メジロ商事,,200706020402
14,5,9,ラードロジュノー,牝3,54,吉田隼人,2:03.3,クビ,**,5-5-9-13,43.4,26.4,5,436(-8),,,,[東] 伊藤伸一,村中徳広,,200706020402
15,8,15,フジマサダンサー,牝3,54,石神深一,2:05.0,大,**,2-2-3-9,45.7,765.8,15,428(-8),,,,[東] 佐々木亜,藤原正一,,200706020402
