着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806020410
1,2,4,タータンフィールズ,牡6,57,武豊,1:11.5,,**,6-4,36.4,7.3,4,474(-6),,,,[西] 崎山博樹,後藤繁樹,1866.4,200806020410
2,6,12,ワールドハンター,牡4,57,岩田康誠,1:11.5,クビ,**,5-4,36.5,5.2,2,498(-6),,,,[西] 坂口正則,青木基秀,740.4,200806020410
3,5,10,マルターズマッシブ,牡5,57,勝浦正樹,1:11.6,1/2,**,13-15,36.0,5.5,3,510(+2),,,,[東] 堀井雅広,藤田与志男,465.2,200806020410
4,8,15,オネストジョン,牡4,57,古川吉洋,1:11.6,ハナ,**,6-7,36.5,11.2,7,530(-4),,,,[西] 宮本博,藤本直弘,270.0,200806020410
5,1,1,ウォーターバロン,牡7,57,横山典弘,1:11.7,クビ,**,8-7,36.4,13.4,8,508(-6),,,,[西] 武邦彦,山岡良一,183.0,200806020410
6,3,6,グリーンアラモード,牡5,57,川田将雅,1:11.7,クビ,**,2-2,37.1,4.7,1,576(0),,,,[東] 畠山吉宏,グリーンファーム,,200806020410
7,3,5,メジロファルカル,牡5,57,松岡正海,1:12.0,2,**,2-2,37.4,9.6,6,510(-4),,,,[東] 栗田博憲,メジロ商事,,200806020410
8,2,3,ビッグホワイト,牡6,57,田辺裕信,1:12.2,1.1/4,**,8-7,36.9,71.9,14,466(-4),,,,[西] 中尾正,小林昌志,,200806020410
9,1,2,ミスターケビン,牡6,57,北村宏司,1:12.3,1/2,**,13-11,36.7,9.4,5,478(-2),,,,[東] 藤沢和雄,山本英俊,,200806020410
10,7,13,アグネスボゾン,牡7,57,福永祐一,1:12.6,1.3/4,**,13-11,37.0,35.8,11,482(-6),,,,[西] 湯窪幸雄,渡辺孝男,,200806020410
11,7,14,ジョウノデイリー,牡8,57,武士沢友,1:12.6,クビ,**,11-11,37.2,266.1,15,504(-12),,,,[西] 平田修,小川義勝,,200806020410
12,4,7,スペースフライト,牡4,57,戸崎圭太,1:12.7,1/2,**,8-7,37.5,41.9,12,468(0),,,,[西] 佐々木晶,ノースヒルズマネジメント,,200806020410
13,5,9,サーチエネミー,セ6,57,横山義行,1:12.8,3/4,**,16-16,36.9,314.3,16,458(+8),,,,[東] 中川公成,キャロットファーム,,200806020410
14,8,16,エイシンイーデン,牡6,57,木幡初広,1:13.0,1.1/4,**,4-4,38.3,50.5,13,486(+4),,,,[西] 中竹和也,平井豊光,,200806020410
15,6,11,オヤマハリケーン,セ7,57,内田博幸,1:13.1,1/2,**,12-11,37.6,33.1,10,490(-12),,,,[東] 菊川正達,木下秀一,,200806020410
16,4,8,ハナイチリン,牝5,55,田中勝春,1:14.1,6,**,1-1,39.7,26.6,9,478(0),,,,[西] 飯田雄三,セゾンレースホース,,200806020410
