着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806010507
1,8,15,ローランウェルズ,牡5,57,北村宏司,1:55.4,,**,3-4-4-4,38.9,1.9,1,506(+12),,,,[東] 岩戸孝樹,斉藤敏博,740.0,200806010507
2,2,4,シャドウブルース,牡4,56,藤田伸二,1:55.5,クビ,**,5-5-5-4,38.9,8.4,3,496(+16),,,,[東] 河野通文,飯塚知一,300.0,200806010507
3,5,9,エバンジェリスト,セ5,57,横山典弘,1:56.0,3,**,10-10-12-9,38.6,11.3,5,450(-8),,,,[東] 後藤由之,吉田照哉,190.0,200806010507
4,6,11,ベローチェ,牡5,57,松岡正海,1:56.1,1/2,**,3-2-2-2,39.8,13.4,6,468(+8),,,,[東] 嶋田功,モナコ商事,110.0,200806010507
5,2,3,シンボリプロキオン,牡5,56,田中博康,1:56.2,1/2,**,11-11-14-15,38.5,5.0,2,510(+4),,,,[東] 高橋祥泰,シンボリ牧場,74.0,200806010507
6,5,10,ダブルヒーロー,牡4,56,石橋脩,1:56.2,ハナ,**,2-2-2-1,40.0,26.3,7,536(+20),,,,[東] 斎藤宏,小川弘,,200806010507
7,7,14,ノボプレゼンス,牡5,57,大庭和弥,1:56.3,3/4,**,15-15-9-9,39.1,88.3,12,460(+4),,,,[東] 西塚安夫,ＬＳ．Ｍ,,200806010507
8,3,6,コスモファルバラン,牡4,56,吉田隼人,1:56.4,クビ,**,9-8-8-6,39.3,65.6,10,490(+2),,,,[東] 秋山雅一,ビッグレッドファーム,,200806010507
9,8,16,リヴィエラブルー,牡4,56,木幡初広,1:56.4,ハナ,**,5-5-5-6,39.7,10.8,4,510(-2),,,,[東] 宗像義忠,サンデーレーシング,,200806010507
10,3,5,チノハテマデモ,牝4,54,小林淳一,1:56.4,クビ,**,5-5-5-6,39.8,67.4,11,502(+16),,,,[東] 佐藤全弘,北所直人,,200806010507
11,4,8,キラウエアシチー,牡8,57,郷原洋司,1:56.4,ハナ,**,14-13-14-12,38.7,140.7,13,436(+2),,,,[東] 内藤一雄,友駿ホースクラブ,,200806010507
12,4,7,サクラヴェローチェ,セ4,56,鮫島良太,1:57.0,3.1/2,**,13-13-14-15,39.2,169.8,14,432(-4),,,,[東] 小笠倫弘,さくらコマース,,200806010507
13,6,12,オンワードウシワカ,牡7,57,土谷智紀,1:57.0,クビ,**,15-15-12-12,39.5,49.8,9,492(+16),,,,[東] 古賀慎明,樫山ハル,,200806010507
14,7,13,ユキノスバル,牡5,56,大野拓弥,1:57.1,クビ,**,8-9-9-12,39.8,351.7,16,448(-4),,,,[東] 二本柳俊,柏木務,,200806010507
15,1,2,グッドヘラクレス,牡4,56,小野次郎,1:57.3,1.1/2,**,12-12-9-9,40.1,275.0,15,472(-10),,,,[東] 内藤一雄,栗本博晴,,200806010507
16,1,1,ダンサーズナカヤマ,牡8,57,柴山雄一,1:57.5,1.1/4,**,1-1-1-2,41.3,33.5,8,518(+10),,,,[東] 高市圭二,中山牧場,,200806010507
