着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601020708
1,8,12,タイキミント,牝4,55,岩田康誠,0:59.1,,**,2-2,35.5,4.5,2,456(0),,,,[西] 藤原英昭,大樹ファーム,740.0,200601020708
2,6,8,クィーンマルトク,牝4,55,小林徹弥,0:59.7,3.1/2,**,3-3,36.0,2.3,1,474(+12),,,,[西] 梅田康雄,高浦正雄,300.0,200601020708
3,8,11,コリンズグラス,牝4,53,塚田祥雄,0:59.8,3/4,**,8-6,35.7,31.1,9,486(0),,,,[西] 藤原英昭,サンデーレーシング,190.0,200601020708
4,7,10,ケイアイファンタム,牡3,55,松田大作,1:00.0,1.1/2,**,1-1,36.5,27.9,8,512(+14),,,,[西] 古川平,亀田守弘,110.0,200601020708
5,4,4,ブロードチャンネル,セ3,55,柴山雄一,1:00.2,1,**,8-8,36.0,7.1,3,458(+8),,,,[西] 飯田雄三,岡田牧雄,74.0,200601020708
6,2,2,ムソウ,牝5,53,大野拓弥,1:00.3,1/2,**,3-3,36.5,53.1,11,468(-6),,,,[東] 高松邦男,富川牧場,,200601020708
7,3,3,リキアイワカノオー,牡4,57,藤岡佑介,1:00.3,クビ,**,11-8,36.0,9.0,5,492(0),,,,[西] 佐藤正雄,高山幸雄,,200601020708
8,6,7,キシュウマドンナ,牝5,55,芹沢純一,1:00.4,クビ,**,5-6,36.4,17.1,6,458(0),,,,[西] 安達昭夫,木村善一,,200601020708
9,1,1,ビバグリーン,牝3,53,川島信二,1:00.6,1,**,5-5,36.6,8.5,4,458(-12),,,,[西] 田所秀孝,林進,,200601020708
10,7,9,トシザパーソン,セ5,57,五十嵐冬,1:00.8,1.1/4,**,12-12,36.1,26.3,7,436(0),,,,[西] 鮫島一歩,上村叶,,200601020708
11,5,6,ザイオンシチー,牡3,55,柴原央明,1:00.9,3/4,**,5-10,36.9,38.2,10,498(+6),,,,[西] 崎山博樹,友駿ホースクラブ,,200601020708
12,5,5,ヤマニンパルファン,牝4,52,小島太一,1:01.0,1/2,**,8-11,36.8,69.8,12,450(+4),,,,[東] 佐々木亜,土井肇,,200601020708
