着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806020304
1,5,8,ヒシバトル,セ6,60,山本康志,3:15.3,,,3-3-2-2,13.6,3.9,2,460(0),,,,[東] 小笠倫弘,阿部雅一郎,850.0,200806020304
2,2,2,ロードフラッグ,セ11,60,横山義行,3:15.5,1.1/4,,2-2-1-1,13.6,27.3,8,496(+26),,,,[東] 伊藤正徳,ロードホースクラブ,340.0,200806020304
3,4,6,スガーペンタイア,牡6,60,平沢健治,3:15.8,2,,1-1-2-2,13.6,16.2,6,502(+2),,,,[東] 山田要一,菅原光太郎,210.0,200806020304
4,1,1,ジュリアスアロー,牡6,60,水出大介,3:16.3,3,,5-5-5-5,13.6,61.4,10,452(+2),,,,[東] 小桧山悟,江川伸夫,130.0,200806020304
5,8,14,マイネルデネブ,牡4,59,金子光希,3:16.3,アタマ,,9-8-8-8,13.6,4.1,3,512(-2),,,,[東] 水野貴広,サラブレッドクラブ・ラフィアン,85.0,200806020304
6,6,9,ブラックレディ,牝4,57,五十嵐雄,3:16.3,ハナ,,6-6-7-7,13.6,26.4,7,472(+6),,,,[東] 浅野洋一,鳴田啓志,,200806020304
7,3,4,エプソムフォルテ,牡5,60,浜野谷憲,3:16.8,3,,7-6-6-6,13.7,5.5,4,464(-8),,,,[東] 岩城博俊,ジャパン・ホースマン・クラブ,,200806020304
8,4,5,オープンガーデン,牡4,59,江田勇亮,3:16.8,クビ,,4-3-2-4,13.7,3.4,1,482(0),,,,[東] 郷原洋行,吉橋計,,200806020304
9,6,10,マイネルハーバード,牡4,59,蓑島靖典,3:18.1,8,,13-13-11-10,13.8,38.9,9,464(+6),,,,[東] 斎藤誠,サラブレッドクラブ・ラフィアン,,200806020304
10,3,3,ダンディーサウンド,牡5,60,柴田未崎,3:18.3,1,,11-10-9-9,13.8,177.6,14,456(+2),,,,[東] 加藤和宏,増田雄一,,200806020304
11,8,13,オンワードアリーテ,牝4,57,柴田大知,3:20.8,大,,10-10-11-12,13.9,140.1,12,468(-6),,,,[東] 阿部新生,オンワード牧場,,200806020304
12,7,12,アントラン,セ4,59,林満明,3:22.0,7,,8-9-10-11,14.0,108.8,11,476(+8),,,,[西] 中竹和也,藤田孟司,,200806020304
13,5,7,ブンブンブン,牝5,58,高野和馬,3:29.9,大,,14-14-14-13,14.6,146.6,13,472(-2),,,,[東] 高松邦男,グランド牧場,,200806020304
中,7,11,ニシノアレックス,牡6,60,宗像徹,,,,12-12-13,,13.3,5,536(+14),,,,[東] 手塚貴久,西山茂行,,200806020304
