着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805010104
1,5,8,ローリーポーリー,牝7,58,今村康成,3:21.6,,,1-1-1-1,13.4,4.4,2,470(+2),,,,[東] 菊川正達,加藤信之,850.0,200805010104
2,6,9,ウォーライクトニー,牡8,60,山本康志,3:22.2,3.1/2,,6-4-3-3,13.5,2.2,1,498(+6),,,,[東] 小笠倫弘,社台レースホース,340.0,200805010104
3,8,13,チェルケッティ,牝5,58,宗像徹,3:22.5,1.3/4,,2-2-2-2,13.5,5.2,3,480(+8),,,,[東] 坂本勝美,飯塚知一,210.0,200805010104
4,5,7,スガーペンタイア,牡6,60,平沢健治,3:23.2,4,,5-6-5-5,13.5,40.1,8,500(+20),,,,[東] 山田要一,菅原光太郎,130.0,200805010104
5,3,3,フジヤマホーク,牡5,60,田中剛,3:23.9,4,,3-4-6-6,13.6,35.3,7,494(+11),,,,[東] 加藤征弘,藤本龍也,85.0,200805010104
6,7,11,ナカヤマスナイパー,牡6,60,石神深一,3:24.3,2.1/2,,8-7-7-7,13.6,21.9,6,508(+4),,,,[東] 二ノ宮敬,和泉信一,,200805010104
7,8,14,グラスファイター,牡6,60,横山義行,3:24.4,1/2,,3-3-3-4,13.6,6.4,4,482(+14),,,,[東] 斎藤誠,半沢,,200805010104
8,3,4,スズカザゴールド,牡5,60,菊池憲太,3:27.9,大,,11-11-10-10,13.9,77.1,11,486(+4),,,,[東] 柄崎孝,永井啓弍,,200805010104
9,4,6,プラネタリウム,セ4,59,高野和馬,3:28.9,6,,10-9-9-9,13.9,44.8,9,494(+16),,,,[東] 和田正道,ヒダカ・ブリーダーズ・ユニオン,,200805010104
10,7,12,バトルソニック,牡4,59,浜野谷憲,3:30.4,9,,12-12-12-11,14.0,69.6,10,440(+2),,,,[東] 佐藤吉勝,宮川秋信,,200805010104
11,6,10,サツキイーグル,牡5,60,柴田未崎,3:30.8,2.1/2,,7-7-8-8,14.1,137.2,14,492(+6),,,,[東] 大和田稔,石田眞一,,200805010104
12,4,5,リバーアンダルシア,牡4,59,矢原洋一,3:33.6,大,,13-13-13-13,14.2,96.6,12,498(+10),,,,[東] 郷原洋行,河越武治,,200805010104
13,2,2,ダイワメンフィス,牡7,60,五十嵐雄,3:35.5,大,,9-9-11-12,14.4,17.3,5,506(+6),,,,[東] 増沢末夫,大城敬三,,200805010104
14,1,1,スズノオー,牡5,60,鈴木慶太,3:44.4,大,,14-14-14-14,15.0,122.6,13,560(+8),,,,[東] 郷原洋行,阿部雅子,,200805010104
