着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806010608
1,1,1,マグマカザン,牡4,56,田中勝春,1:55.8,,**,5-5-4-3,39.9,18.9,7,490(+8),,,,[東] 古賀慎明,廣松金次,740.0,200806010608
2,1,2,ウザンホマレオー,牡6,57,柴田善臣,1:55.8,アタマ,**,8-7-9-4,39.6,5.0,3,470(-10),,,,[東] 大江原哲,棚網基己,300.0,200806010608
3,3,6,ワインアドバイザー,牡5,57,津村明秀,1:56.1,1.3/4,**,2-2-2-2,40.4,4.7,2,472(-2),,,,[東] 鈴木伸尋,社台レースホース,190.0,200806010608
4,4,8,エルベンセドール,牡4,56,石橋脩,1:56.4,1.3/4,**,1-1-1-1,40.8,16.7,6,496(+20),,,,[東] 柴田政人,伊達敏明,110.0,200806010608
5,8,16,ゲンパチタキオン,牡4,56,蛯名正義,1:56.5,3/4,**,14-14-14-15,39.3,12.1,4,546(+2),,,,[東] 中川公成,平野武志,74.0,200806010608
6,7,13,サムシンググッド,牡5,57,吉田隼人,1:56.6,クビ,**,10-12-11-11,40.2,13.3,5,490(+6),,,,[東] 中野隆良,社台レースホース,,200806010608
7,7,14,ノゾミヒカル,セ4,56,後藤浩輝,1:56.7,3/4,**,2-2-3-4,40.9,27.1,8,472(+8),,,,[東] 後藤由之,富士開発,,200806010608
8,6,12,マックスバラード,牡4,56,横山典弘,1:56.8,クビ,**,2-2-4-4,40.9,2.5,1,490(+2),,,,[東] 伊藤正徳,田所英子,,200806010608
9,5,9,コスミックスピード,牡4,56,勝浦正樹,1:56.8,クビ,**,9-9-9-7,40.6,30.2,9,474(+4),,,,[東] 本間忍,池谷誠一,,200806010608
10,2,3,モルフェマイハート,牡4,56,小林淳一,1:57.1,1.3/4,**,16-16-14-14,39.9,314.6,16,492(+2),,,,[東] 清水英克,並河賢一郎,,200806010608
11,5,10,ダイワモナーク,牡4,56,武士沢友,1:57.2,1/2,**,6-7-6-9,41.1,155.7,14,490(+14),,,,[東] 中野渡清,大城敬三,,200806010608
12,3,5,ロンシャンステージ,牡4,56,北村宏司,1:57.3,1/2,**,10-10-11-9,40.8,158.7,15,452(+4),,,,[東] 二本柳俊,前田榮生,,200806010608
13,8,15,トーセンスマッシュ,牝4,54,吉田豊,1:57.6,1.3/4,**,10-13-13-11,40.9,82.6,13,454(+12),,,,[東] 大久保洋,島川隆哉,,200806010608
14,6,11,ニシノツキカゲ,牡8,56,大野拓弥,1:58.4,5,**,6-5-6-7,42.3,56.2,12,494(+10),,,,[東] 杉浦宏昭,西山茂行,,200806010608
15,2,4,ハバネロキャット,牝5,55,田中剛,1:58.6,1.1/4,**,10-10-6-13,42.5,35.9,10,446(+18),,,,[東] 嶋田潤,ヒダカ・ブリーダーズ・ユニオン,,200806010608
16,4,7,キングブライト,牡4,56,江田照男,1:59.4,5,**,15-15-16-15,42.0,47.1,11,480(+18),,,,[東] 田子冬樹,浅野恭秀,,200806010608
