着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701010111
1,8,12,サトノスローン,牡4,57,岩田康誠,1:44.3,,**,5-5-6-4,36.5,2.8,1,464(-6),,,,[東] 藤沢和雄,里見治,1509.4,200701010111
2,4,4,パピヨンシチー,牡4,57,津村明秀,1:44.4,クビ,**,9-9-9-8,36.5,5.0,2,416(-2),,,,[東] 相沢郁,友駿ホースクラブ,598.4,200701010111
3,8,13,タカラトゥルー,牡3,54,安藤勝己,1:44.4,ハナ,**,3-3-2-2,36.9,9.2,5,516(0),,,,[東] 国枝栄,村山義男,374.2,200701010111
4,7,11,ダブルブラザー,牡6,57,武幸四郎,1:44.6,1.1/2,**,11-11-12-11,36.5,32.6,8,458(+6),,,,[東] 岩戸孝樹,藤田与志男,220.0,200701010111
5,5,6,ランキング,牡4,57,柴山雄一,1:44.8,1.1/2,**,2-2-2-1,37.4,19.3,7,482(+4),,,,[東] 加賀武見,塩入通之,148.0,200701010111
6,2,2,メガクライト,牝4,55,横山典弘,1:45.0,1.1/4,**,3-3-4-4,37.4,6.2,4,482(-2),,,,[東] 小西一男,キャロットファーム,,200701010111
7,3,3,アテスト,牡4,57,田中勝春,1:45.0,ハナ,**,6-7-6-9,37.2,46.4,9,508(-2),,,,[東] 加藤征弘,山本武司,,200701010111
8,6,8,ビューティフルアイ,牝7,55,川島信二,1:45.1,クビ,**,9-10-10-9,37.1,206.6,13,444(-2),,,,[西] 橋本寿正,グリーンテック,,200701010111
9,4,5,センターザゴールド,牡4,57,藤田伸二,1:45.2,1/2,**,8-8-6-4,37.4,5.4,3,512(-4),,,,[西] 梅田智之,中野優,,200701010111
10,5,7,スリーキセキ,牝4,55,小林徹弥,1:45.4,1,**,6-5-4-4,37.8,57.3,10,444(-6),,,,[西] 橋本寿正,永井商事,,200701010111
11,1,1,マイネルテセウス,牡4,57,菊沢隆徳,1:45.5,3/4,**,1-1-1-2,38.2,10.2,6,448(-10),,,,[西] 中村均,サラブレッドクラブ・ラフィアン,,200701010111
12,7,10,マルブツブラボー,牡6,57,秋山真一,1:45.7,1.1/2,**,11-11-12-13,37.5,88.8,11,418(-8),,,,[西] 加用正,大澤毅,,200701010111
13,6,9,オースミダンスイン,牡5,57,石神深一,1:46.0,1.3/4,**,13-13-10-11,38.0,149.8,12,556(0),,,,[東] 菅原泰夫,オースミ,,200701010111
