着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801010212
1,7,10,ピエナビーナス,牝4,55,古川吉洋,1:09.1,,**,6-4,34.8,4.1,1,462(-2),,,,[西] 南井克巳,本谷兼三,1508.7,200801010212
2,4,5,オネストジョン,牡4,57,小牧太,1:09.1,アタマ,**,3-3,35.4,13.8,7,528(-2),,,,[西] 宮本博,藤本直弘,598.2,200801010212
3,5,7,マザーズウィッシュ,牝4,55,安藤勝己,1:09.3,1.1/2,**,4-4,35.1,5.1,2,450(-12),,,,[西] 鮫島一歩,アカデミー,374.1,200801010212
4,8,12,ヴィヴァチッシモ,牝4,55,青木芳之,1:09.5,1.1/4,**,11-9,34.6,5.2,3,486(+4),,,,[東] 藤沢和雄,山本英俊,220.0,200801010212
5,5,6,フサイチバルドル,セ7,57,津村明秀,1:09.6,1/2,**,9-9,34.9,31.9,11,498(-2),,,,[東] 古賀史生,関口房朗,148.0,200801010212
6,6,8,ステキナブロンコ,牝8,55,大野拓弥,1:09.7,1/2,**,12-12,34.7,24.8,8,466(-6),,,,[東] 鈴木勝美,牧畠清久,,200801010212
7,6,9,アートオブウォー,牡4,57,小原義之,1:09.8,クビ,**,9-7,35.1,12.1,6,496(+18),,,,[西] 小原伊佐,岡田隆寛,,200801010212
8,4,4,パッションローズ,牝3,52,長谷川浩,1:09.8,アタマ,**,2-2,36.3,25.4,10,516(+16),,,,[西] 岡田稲男,下河辺牧場,,200801010212
9,8,13,サーキットレディ,牝4,55,秋山真一,1:10.1,1.3/4,**,1-1,36.8,7.2,5,496(+6),,,,[東] 二ノ宮敬,飯田政子,,200801010212
10,3,3,テンザンアモーレ,牝6,55,千田輝彦,1:10.2,1/2,**,6-7,35.8,25.4,9,460(-4),,,,[西] 梅田智之,平野澄江,,200801010212
11,7,11,サニーアンジェリカ,牝4,55,蛯名正義,1:10.4,1.1/4,**,4-4,36.2,6.4,4,500(+16),,,,[東] 谷原義明,宮崎守保,,200801010212
12,1,1,ブライティアアイ,牝6,55,武幸四郎,1:10.6,1.1/4,**,6-9,36.2,74.7,13,488(+12),,,,[西] 須貝彦三,小林昌志,,200801010212
13,2,2,タイキマーズ,セ7,57,大江原圭,1:10.8,1.1/4,**,13-13,35.6,70.6,12,430(-4),,,,[西] 作田誠二,大樹ファーム,,200801010212
