着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805010708
1,7,14,シュヴァルドール,セ5,57,五十嵐雄,1:34.8,,**,15-16,35.0,7.9,3,440(-6),,,,[東] 大江原哲,社台レースホース,740.0,200805010708
2,4,8,ロコロンドン,牝4,55,藤岡佑介,1:34.8,クビ,**,12-14,35.3,45.8,12,456(+12),,,,[東] 堀宣行,堤賢一,300.0,200805010708
3,8,16,カツヨカムトゥルー,牡5,57,柴田善臣,1:35.0,1.1/2,**,7-6,35.8,4.5,2,458(+4),,,,[東] 中野渡清,丹羽茂文,190.0,200805010708
4,8,15,ライフブリーズ,牝5,55,勝浦正樹,1:35.1,1/2,**,15-14,35.6,12.8,7,440(+8),,,,[東] 稗田研二,岡田牧雄,110.0,200805010708
5,6,12,ケイアイハイタイド,牡4,57,武幸四郎,1:35.3,1,**,5-3,36.3,44.2,11,504(+20),,,,[東] 柴崎勇,亀田守弘,74.0,200805010708
6,5,9,ウエスタンヒート,牡4,57,石橋脩,1:35.6,1.3/4,**,5-3,36.6,14.3,8,468(+8),,,,[東] 柴田政人,西川賢,,200805010708
7,4,7,プリンセスドルチェ,牝5,55,吉田豊,1:35.7,1/2,**,10-11,36.4,3.2,1,444(+12),,,,[東] 大久保洋,吉田勝己,,200805010708
8,1,1,フラワータキシード,牡4,57,村田一誠,1:35.7,ハナ,**,1-1,37.1,25.2,9,468(+22),,,,[東] 本間忍,花垣春男,,200805010708
9,1,2,ニキティス,牡4,57,吉田隼人,1:35.7,ハナ,**,2-2,37.0,32.6,10,502(-12),,,,[西] 矢作芳人,田中晴夫,,200805010708
10,3,6,ダノンデインヒル,牡4,57,横山典弘,1:35.8,クビ,**,7-6,36.6,7.9,4,512(+16),,,,[東] 藤沢和雄,ダノックス,,200805010708
11,2,4,ニシノウェーブ,牡5,57,高山太郎,1:35.8,ハナ,**,10-11,36.4,11.8,6,464(-2),,,,[東] 小西一男,西山茂行,,200805010708
12,6,11,メアリーステラ,牝5,55,田中勝春,1:36.1,2,**,12-6,36.9,47.4,13,502(+4),,,,[東] 栗田博憲,ヤナガワ牧場,,200805010708
13,3,5,コスモリリー,牝4,55,柴山雄一,1:36.4,1.3/4,**,7-11,37.1,89.4,14,414(+6),,,,[東] 畠山吉宏,ビッグレッドファーム,,200805010708
14,5,10,ジョウノパンジー,牝4,55,北村宏司,1:36.7,1.3/4,**,12-6,37.5,11.4,5,432(-8),,,,[東] 古賀慎明,小川義勝,,200805010708
15,2,3,マイネディアマンテ,牝4,53,的場勇人,1:38.0,8,**,4-6,38.8,283.0,16,438(0),,,,[東] 秋山雅一,サラブレッドクラブ・ラフィアン,,200805010708
16,7,13,シグナス,牡4,57,大庭和弥,1:39.9,大,**,2-3,40.9,270.3,15,440(-7),,,,[東] 高木登,永田清男,,200805010708
