着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806020204
1,7,11,ムービーハウス,牡3,56,蛯名正義,1:56.8,,**,3-3-2-2,38.7,2.3,1,534(0),,,,[東] 国枝栄,サンデーレーシング,700.0,200806020204
2,8,12,トウショウゲーム,牡3,56,池添謙一,1:57.1,1.3/4,**,1-1-1-1,39.1,4.7,2,544(0),,,,[東] 池上昌弘,トウショウ産業,280.0,200806020204
3,2,2,ヒカルトキメキ,牝3,54,横山典弘,1:57.4,1.3/4,**,8-8-4-3,39.0,5.6,3,462(0),,,,[東] 勢司和浩,高橋京子,180.0,200806020204
4,1,1,ブルーベドウィン,牡3,56,北村宏司,1:57.7,1.3/4,**,11-10-6-5,39.1,23.7,8,468(0),,,,[東] 田村康仁,ブルーマネジメント,110.0,200806020204
5,7,10,シトラスタチバーナ,牡3,56,後藤浩輝,1:58.6,5,**,12-12-12-10,39.1,11.0,5,450(0),,,,[東] 浅野洋一,井口莞爾,70.0,200806020204
6,4,4,ソシアルチャーム,牝3,54,松岡正海,1:59.1,3,**,10-10-6-5,40.5,17.7,6,562(0),,,,[東] 清水利章,臼田浩義,,200806020204
7,6,8,イイノソレ,セ3,56,内田博幸,1:59.4,1.3/4,**,3-3-4-3,41.1,9.8,4,472(0),,,,[東] 伊藤伸一,鈴木照雄,,200806020204
8,5,7,トウショウスケール,牡3,56,武士沢友,1:59.4,クビ,**,6-6-9-8,40.6,119.7,12,568(0),,,,[東] 柴田政人,トウショウ産業,,200806020204
9,5,6,グレースドットコム,牝3,54,吉田隼人,1:59.8,2.1/2,**,5-3-6-7,41.2,28.2,9,424(0),,,,[東] 戸田博文,青山洋一,,200806020204
10,4,5,コスモフェデラー,牡3,55,田中博康,2:00.3,3,**,9-9-10-11,41.1,63.4,11,496(0),,,,[東] 稲葉隆一,ビッグレッドファーム,,200806020204
11,8,13,トータルエクリプス,牡3,56,勝浦正樹,2:01.0,4,**,7-7-10-12,41.9,18.6,7,526(0),,,,[東] 小桧山悟,Ｎ．Ｓ．Ｒ．Ｃ,,200806020204
12,6,9,コンチェルト,牝3,54,吉田豊,2:02.7,大,**,2-2-2-8,44.6,32.1,10,428(0),,,,[東] 秋山雅一,大樹ファーム,,200806020204
取,3,3,リップサービス,牝3,54,田中勝春,,,**,,,---,,計不,,,,[東] 蛯名信広,藤本直弘,,200806020204
