着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803030906
1,1,1,マジックビクトリア,牝4,55,木幡初広,1:48.1,,**,4-4-6-4,36.0,5.5,3,456(-4),,,,[東] 稲葉隆一,鈴木芳夫,730.0,200803030906
2,5,8,グリッツェルン,牝3,53,長谷川浩,1:48.7,3.1/2,**,9-8-3-3,36.8,3.4,1,488(0),,,,[西] 西浦勝一,水上行雄,290.0,200803030906
3,6,10,ザリーン,牝4,55,松田大作,1:48.7,クビ,**,13-14-9-4,36.4,4.3,2,430(-4),,,,[西] 安達昭夫,田所英子,180.0,200803030906
4,3,4,エルベレス,牝4,52,荻野琢真,1:48.8,クビ,**,9-9-12-11,36.2,23.4,9,496(-2),,,,[西] 大久保龍,ダイリン,110.0,200803030906
5,4,6,シャドウストリーム,牝5,55,佐藤哲三,1:48.8,クビ,**,13-12-11-9,36.4,16.3,7,442(+2),,,,[西] 森秀行,飯塚知一,73.0,200803030906
6,4,5,ショウナンアルス,牝5,55,中舘英二,1:49.2,2.1/2,**,9-9-6-4,37.0,29.7,10,452(+4),,,,[東] 大久保洋,国本哲秀,,200803030906
7,6,9,シャルマンレーヌ,牝4,55,和田竜二,1:49.3,3/4,**,2-2-2-1,37.5,11.4,5,456(-2),,,,[西] 中尾正,吉田和子,,200803030906
8,7,12,ラブエッセンス,牝3,52,的場勇人,1:49.3,アタマ,**,2-3-1-2,37.5,43.8,11,474(0),,,,[東] 秋山雅一,ディアレスト,,200803030906
9,7,11,クルンプホルツ,牝3,53,石橋脩,1:49.4,クビ,**,4-4-3-7,37.4,7.2,4,452(+2),,,,[東] 栗田博憲,サンデーレーシング,,200803030906
10,2,2,サフラントウショウ,牝4,52,宮崎北斗,1:49.5,1/2,**,4-4-9-11,37.2,171.3,14,458(-3),,,,[東] 清水英克,トウショウ産業,,200803030906
11,3,3,サラバンド,牝4,55,北村友一,1:49.6,クビ,**,1-1-3-7,37.7,57.0,12,472(-4),,,,[西] 岡田稲男,サンデーレーシング,,200803030906
12,8,13,サフランキセキ,牝5,55,安藤光彰,1:49.8,1,**,9-12-12-11,37.2,107.8,13,458(0),,,,[西] 浜田光正,海原聖一,,200803030906
13,8,14,マチカネアマテラス,牝4,55,青木芳之,1:49.8,クビ,**,8-9-12-14,37.3,19.3,8,458(+24),,,,[東] 藤沢和雄,細川益男,,200803030906
14,5,7,ギュイエンヌ,牝3,52,三浦皇成,1:50.4,3.1/2,**,4-4-6-9,38.2,12.9,6,460(+4),,,,[東] 萩原清,杉山忠国,,200803030906
