着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806050608
1,5,10,ヒシオフェンス,牡3,56,吉田隼人,1:10.9,,**,3-2,36.7,1.8,1,498(+4),,,,[東] 国枝栄,阿部雅一郎,1050.0,200806050608
2,6,11,ドリームクラウン,牡3,56,松岡正海,1:10.9,クビ,**,9-6,36.1,10.3,4,512(-2),,,,[西] 中村均,セゾンレースホース,420.0,200806050608
3,7,14,ジェイケイボストン,セ5,57,北村友一,1:10.9,ハナ,**,5-4,36.5,21.5,6,526(+4),,,,[東] 坂本勝美,小谷野次郎,260.0,200806050608
4,4,7,ハードランナー,牡4,57,吉田豊,1:11.1,1.1/4,**,11-9,36.2,13.1,5,488(-2),,,,[東] 阿部新生,芹澤精一,160.0,200806050608
5,8,15,スナークユーチャン,牡4,57,内田博幸,1:11.2,クビ,**,2-2,37.1,6.9,2,474(0),,,,[東] 嶋田潤,杉本仙次郎,105.0,200806050608
6,4,8,ケイアイエーデル,牝3,54,江田照男,1:11.2,ハナ,**,6-5,36.7,24.8,8,416(-8),,,,[東] 石毛善彦,啓愛義肢材料販売所,,200806050608
7,1,1,スパーブスピリット,セ5,57,北村宏司,1:11.5,1.3/4,**,13-11,36.4,24.3,7,484(+4),,,,[東] 坂本勝美,みの商事,,200806050608
8,3,5,スイートフィズ,牝4,55,蛯名正義,1:11.7,1.1/4,**,9-7,36.9,35.6,9,504(-4),,,,[東] 奥平雅士,シンボリ牧場,,200806050608
9,3,6,カイテキネオ,牡5,57,大庭和弥,1:12.0,2,**,15-14,36.5,60.0,12,472(0),,,,[東] 河野通文,国本勇,,200806050608
10,2,4,マルタラヴ,牡6,54,伊藤工真,1:12.3,1.3/4,**,14-13,37.1,354.4,15,454(+2),,,,[東] 鈴木勝美,松浦太郎,,200806050608
11,6,12,レッドスポーツカー,牡5,57,勝浦正樹,1:12.5,1.1/4,**,1-1,38.4,37.5,10,476(+2),,,,[東] 天間昭一,藤田在子,,200806050608
12,1,2,ブルーチェイサー,牝7,55,田中勝春,1:12.8,1.3/4,**,15-15,37.4,427.3,16,480(+2),,,,[東] 菅原泰夫,篠木俊二,,200806050608
13,8,16,サクライダテン,牡3,56,ペリエ,1:13.1,1.3/4,**,11-15,38.2,7.8,3,460(0),,,,[東] 伊藤圭三,さくらコマース,,200806050608
14,7,13,ビーチブリーズ,牝4,54,三浦皇成,1:13.3,1.1/4,**,6-9,38.7,46.3,11,476(+8),,,,[西] 加用正,吉田照哉,,200806050608
15,2,3,シルクヴァルキリー,牝5,55,藤田伸二,1:13.3,クビ,**,6-11,38.8,85.7,13,498(+4),,,,[東] 武藤善則,シルク,,200806050608
16,5,9,サウスヒューマー,牝4,55,柴田善臣,1:15.2,大,**,3-7,41.0,93.6,14,464(-2),,,,[東] 高橋祥泰,南波壽,,200806050608
