着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703030910
1,7,7,ネヴァキングダム,牡3,55,中舘英二,2:01.7,,**,1-1-1-1,37.0,4.1,2,488(+2),,,,[東] 藤沢和雄,ティーエイチ,1092.0,200703030910
2,1,1,マイネルモデルノ,牡3,55,津村明秀,2:01.7,クビ,**,5-4-3-3,36.6,5.6,3,484(-6),,,,[東] 萱野浩二,サラブレッドクラブ・ラフィアン,432.0,200703030910
3,7,8,ゲットマイウェイ,牡5,57,田中博康,2:01.8,3/4,**,2-2-2-2,36.9,2.5,1,486(-2),,,,[東] 国枝栄,飯田正,266.0,200703030910
4,5,5,エターナルスマイル,牡5,57,伊藤直人,2:02.0,3/4,**,7-7-6-6,36.2,10.6,6,498(+4),,,,[東] 斎藤誠,ユートピア牧場,160.0,200703030910
5,6,6,サインオブゴッド,牡4,57,大野拓弥,2:02.7,4,**,3-4-3-4,37.6,8.1,4,466(+6),,,,[東] 杉浦宏昭,木浪巖,105.0,200703030910
6,4,4,ニチリンタカラ,牡5,57,芹沢純一,2:02.7,クビ,**,3-3-3-4,37.7,9.9,5,500(+6),,,,[東] 加賀武見,岡田勇,,200703030910
7,8,10,ドントビーザウェイ,牡3,55,上村洋行,2:03.4,4,**,8-8-8-7,37.1,69.7,9,472(-4),,,,[西] 武邦彦,ヒダカ・ブリーダーズ・ユニオン,,200703030910
8,8,9,グランドメロー,牝3,53,赤木高太,2:03.5,クビ,**,9-9-8-7,37.2,49.0,8,490(0),,,,[東] 稗田研二,グランド牧場,,200703030910
9,2,2,セイウンヒーロー,牡3,55,石橋脩,2:05.4,大,**,10-10-8-9,39.1,13.6,7,452(-2),,,,[東] 手塚貴久,西山茂行,,200703030910
10,3,3,エプソムベガ,牝4,55,丹内祐次,2:07.5,大,**,6-6-7-10,41.5,151.7,10,414(-2),,,,[東] 笹倉武久,ジャパン・ホースマン・クラブ,,200703030910
