着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706010110
1,4,8,シャーベットトーン,牡5,57,菊沢隆徳,1:51.4,,**,2-2-2-2,37.7,5.6,2,522(+2),,,,[東] 奥平真治,社台レースホース,1870.6,200706010110
2,6,11,カオリノーブル,セ8,57,田中剛,1:51.4,クビ,**,7-6-4-4,37.4,50.4,12,500(+2),,,,[東] 萱野浩二,川畑隆司,741.6,200706010110
3,1,2,メガトレンド,牡5,57,勝浦正樹,1:51.7,2,**,1-2-1-1,38.0,9.6,5,518(+8),,,,[西] 安田隆行,サンデーレーシング,465.8,200706010110
4,6,12,ワキノエクセル,牡5,57,小牧太,1:52.0,2,**,4-4-4-5,38.0,14.5,8,520(+12),,,,[西] 音無秀孝,脇山良之,270.0,200706010110
5,3,5,サンデーストリーム,セ6,57,北村宏司,1:52.1,クビ,**,10-8-9-6,37.8,5.7,3,494(0),,,,[東] 藤沢和雄,小林英一,183.0,200706010110
6,5,10,モエレアドミラル,牡5,57,小島太一,1:52.1,アタマ,**,2-1-2-2,38.3,51.6,13,486(-2),,,,[東] 小島太,中村和夫,,200706010110
7,7,14,アグネスネクタル,牡4,56,柴山雄一,1:52.5,2.1/2,**,13-12-9-11,38.1,3.8,1,514(+2),,,,[西] 鮫島一歩,渡辺孝男,,200706010110
8,4,7,デイフラッシュ,牡5,57,横山典弘,1:52.5,ハナ,**,14-14-13-8,37.8,10.5,7,506(+6),,,,[東] 戸田博文,清進電設,,200706010110
9,8,15,スウォードキャット,牡5,57,後藤浩輝,1:52.8,1.3/4,**,15-15-15-13,38.0,40.2,11,486(+8),,,,[東] 武藤善則,千明牧場,,200706010110
10,3,6,ヒカルバローロ,牡5,57,吉田隼人,1:52.8,クビ,**,8-8-9-8,38.5,58.9,14,514(+10),,,,[東] 二ノ宮敬,高橋光,,200706010110
11,7,13,ベルーガ,牡6,57,バルジュ,1:52.9,クビ,**,10-8-6-6,38.8,8.3,4,520(+4),,,,[東] 尾形充弘,サンデーレーシング,,200706010110
12,2,3,パラダイスリヴァー,牡9,57,池添謙一,1:53.1,1.1/2,**,16-16-16-16,37.6,180.6,15,504(+12),,,,[東] 田村康仁,高木競走馬育成牧場,,200706010110
13,1,1,ジュレップ,牡6,57,中舘英二,1:53.2,クビ,**,8-8-9-13,38.8,38.1,10,490(+20),,,,[東] 小西一男,サンデーレーシング,,200706010110
14,8,16,ケージーダンシング,牡7,57,内田博幸,1:53.2,ハナ,**,4-6-6-8,39.1,10.4,6,512(0),,,,[西] 鮫島一歩,川井五郎,,200706010110
15,2,4,シルクヒーロー,牡5,57,武士沢友,1:53.2,クビ,**,12-12-13-13,38.6,23.9,9,540(+34),,,,[東] 西塚安夫,シルク,,200706010110
15,5,9,メジロオーエン,牡7,57,吉田豊,1:53.2,同着,**,4-4-6-11,39.1,193.5,16,524(+4),,,,[東] 大久保洋,メジロ商事,,200706010110
