着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705030207
1,3,5,カツヨカムトゥルー,牡4,57,武士沢友,1:34.1,,**,5-5,35.7,183.3,17,444(-2),,,,[東] 中野渡清,丹羽茂文,740.0,200705030207
2,4,8,スイートローレライ,牝4,55,鮫島良太,1:34.1,アタマ,**,11-10,35.4,22.8,5,474(-2),,,,[東] 久保田貴,シンボリ牧場,300.0,200705030207
3,7,15,マイネルパシオン,牡5,57,蛯名正義,1:34.1,アタマ,**,5-3,35.8,2.3,1,466(-6),,,,[東] 柄崎孝,サラブレッドクラブ・ラフィアン,190.0,200705030207
4,8,17,ダイワバゼラード,牡4,57,北村宏司,1:34.2,1/2,**,15-16,34.9,44.1,7,478(-4),,,,[東] 上原博之,大城敬三,110.0,200705030207
5,5,9,マイネルゴーシュ,牡5,57,土谷智紀,1:34.3,クビ,**,15-14,35.3,50.3,9,442(+8),,,,[東] 古賀慎明,サラブレッドクラブ・ラフィアン,74.0,200705030207
6,6,12,ブレイブバニヤン,牡4,57,四位洋文,1:34.5,1.1/4,**,12-14,35.5,57.2,11,468(+2),,,,[東] 秋山雅一,ディアレスト,,200705030207
7,8,18,ストロングアサクサ,牡4,57,後藤浩輝,1:34.5,クビ,**,12-13,35.6,6.8,4,452(+12),,,,[東] 加藤征弘,田原慶子,,200705030207
8,7,14,ビュレットライナー,牡5,57,江田照男,1:34.6,1/2,**,1-1,36.8,26.1,6,472(-6),,,,[東] 秋山雅一,サンデーレーシング,,200705030207
9,7,13,サチノマックイーン,牡4,57,福永祐一,1:35.2,3.1/2,**,18-18,35.6,54.2,10,432(-6),,,,[東] 石栗龍彦,佐藤幸彦,,200705030207
10,1,2,オヤマエルニーニョ,牡4,56,大野拓弥,1:35.3,1/2,**,10-10,36.6,74.6,13,446(+6),,,,[東] 菊川正達,木下秀一,,200705030207
11,4,7,ウインミッション,牡4,57,藤田伸二,1:35.3,ハナ,**,7-5,36.8,6.0,3,438(-12),,,,[東] 堀宣行,ウイン,,200705030207
12,1,1,カシノトーマス,牡5,54,千葉直人,1:35.4,1/2,**,7-9,36.8,44.2,8,482(+4),,,,[東] 天間昭一,柏木務,,200705030207
13,8,16,ジークエンブレム,牡4,57,武豊,1:35.4,クビ,**,7-5,36.9,3.9,2,452(-4),,,,[東] 藤沢和雄,広尾レース,,200705030207
14,2,3,プロトプラスト,牡4,57,池添謙一,1:36.0,3.1/2,**,12-10,37.2,72.6,12,424(+4),,,,[東] 萩原清,池谷誠一,,200705030207
15,6,11,オールフォーラヴ,牝4,55,幸英明,1:36.1,1/2,**,17-16,36.8,152.6,16,458(-4),,,,[東] 戸田博文,吉橋計,,200705030207
16,3,6,フリーダムホーク,セ6,57,菊沢隆徳,1:36.2,1/2,**,2-2,38.1,112.1,14,480(-2),,,,[東] 手塚貴久,藤田与志男,,200705030207
17,2,4,エンドジョーカー,セ5,57,小林淳一,1:36.3,1/2,**,3-5,37.9,207.9,18,428(0),,,,[東] 本間忍,伊達秀和,,200705030207
18,5,10,ビゴロッソ,牡4,57,勝浦正樹,1:36.6,1.3/4,**,3-3,38.3,130.6,15,490(-2),,,,[東] 武藤善則,大北牧場,,200705030207
