着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806010110
1,2,3,レオエンペラー,牡4,55,江田照男,1:52.3,,**,3-2-6-3,37.2,5.0,1,498(+2),,,,[東] 田子冬樹,レオ,1870.6,200806010110
2,1,2,メイショウゲンスイ,牡4,55,後藤浩輝,1:52.4,クビ,**,1-1-1-1,37.5,9.0,5,502(-6),,,,[西] 白井寿昭,松本好雄,741.6,200806010110
3,3,5,フィールドオアシス,牡5,56,柴田善臣,1:52.5,1/2,**,9-8-7-7,37.2,9.7,6,462(0),,,,[東] 池上昌弘,吉田照哉,465.8,200806010110
4,3,6,アグネスネクタル,牡5,57,松岡正海,1:52.5,ハナ,**,12-11-10-9,36.9,5.1,2,520(0),,,,[西] 鮫島一歩,渡辺孝男,270.0,200806010110
5,7,13,エーシンピーシー,牡4,55,蛯名正義,1:52.7,1.1/4,**,7-8-2-3,37.7,5.3,3,480(+2),,,,[東] 久保田貴,平井宏承,183.0,200806010110
6,5,10,ベルーガ,牡7,56,吉田豊,1:53.0,2,**,15-15-14-13,37.2,20.3,9,514(+4),,,,[東] 尾形充弘,サンデーレーシング,,200806010110
7,6,11,イセノイチ,牡10,55,村田一誠,1:53.0,アタマ,**,14-14-14-11,37.2,22.1,10,496(0),,,,[西] 大橋勇樹,大橋堯格,,200806010110
8,6,12,ゼンノコーラル,牡7,55,的場勇人,1:53.1,クビ,**,16-16-16-15,37.1,33.3,12,492(0),,,,[西] 中竹和也,大迫久美子,,200806010110
9,5,9,ランダムシード,牡6,55,木幡初広,1:53.1,クビ,**,2-2-2-2,38.2,22.5,11,496(0),,,,[東] 宗像義忠,薗部博之,,200806010110
10,1,1,シーサンダー,牡6,54,鮫島良太,1:53.2,3/4,**,5-5-10-7,37.7,123.4,14,512(-2),,,,[西] 藤沢則雄,藤田宗平,,200806010110
11,4,7,コウエイノホシ,牡5,55,吉田隼人,1:53.9,4,**,12-11-8-13,38.5,13.2,7,494(-8),,,,[西] 山内研二,伊東政清,,200806010110
12,2,4,ラバグルート,牡7,53,武士沢友,1:53.9,ハナ,**,7-5-8-9,38.5,175.6,15,462(-6),,,,[西] 平田修,サンデーレーシング,,200806010110
13,8,16,クリーン,牡4,56,横山典弘,1:53.9,アタマ,**,3-4-2-3,38.9,17.0,8,580(+4),,,,[西] 音無秀孝,小田切有一,,200806010110
14,8,15,キングトップガン,牡5,57,川田将雅,1:54.0,クビ,**,5-5-2-6,39.0,7.9,4,498(-4),,,,[西] 鮫島一歩,池田豊治,,200806010110
15,4,8,スズカジョリーズ,牡8,54,安藤光彰,1:54.2,1.1/4,**,9-10-10-11,38.7,201.7,16,510(+8),,,,[西] 藤岡範士,永井啓弍,,200806010110
16,7,14,チザルピーノ,牡7,54,左海誠二,1:55.6,9,**,11-11-10-16,40.0,74.5,13,532(+16),,,,[東] 勢司和浩,金子真人ホールディングス,,200806010110
