着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706050607
1,3,5,スマートファルコン,牡2,55,後藤浩輝,1:55.6,,**,9-9-6-5,39.5,4.8,3,490(0),,,,[東] 畠山吉宏,大川徹,700.0,200706050607
2,5,9,ラッシュストリート,牡2,55,木幡初広,1:55.7,3/4,**,3-3-3-2,39.9,2.3,1,490(0),,,,[西] 岡田稲男,ノースヒルズマネジメント,280.0,200706050607
3,4,6,アバレダイコ,牡2,55,松岡正海,1:56.5,5,**,15-15-12-10,39.5,22.8,8,528(+10),,,,[東] 相沢郁,福島徳佑,180.0,200706050607
4,6,11,レオソリスト,牡2,55,江田照男,1:56.6,クビ,**,5-5-3-2,40.8,15.1,5,512(+4),,,,[東] 岩戸孝樹,レオ,110.0,200706050607
5,2,3,ハンサムデイイヤツ,牡2,55,勝浦正樹,1:56.7,1/2,**,10-10-10-9,40.2,55.0,10,518(+4),,,,[東] 石毛善彦,吉田照哉,70.0,200706050607
6,6,10,グルーオン,牡2,55,横山典弘,1:57.0,2,**,7-7-6-6,40.8,17.2,7,472(-4),,,,[東] 鈴木伸尋,池谷誠一,,200706050607
7,3,4,マサノネバーマイン,牡2,55,吉田豊,1:57.2,1,**,1-1-1-1,41.7,16.0,6,474(-1),,,,[東] 小島茂之,鈴木照雄,,200706050607
8,2,2,ゴールデンハッチ,牡2,55,田中勝春,1:57.2,クビ,**,12-12-12-10,40.2,11.8,4,496(0),,,,[東] 二ノ宮敬,田中八郎,,200706050607
9,8,15,アリゾナアベニュー,牡2,55,柴田善臣,1:57.3,1/2,**,5-7-6-6,41.2,56.8,11,494(+8),,,,[東] 小笠倫弘,諸江幸祐,,200706050607
10,4,7,ウォーボネット,牡2,55,村田一誠,1:57.8,3,**,14-14-14-13,40.4,123.3,12,458(-6),,,,[東] 杉浦宏昭,山岸桂市,,200706050607
11,8,14,ファンタジックキー,牝2,54,丹内祐次,1:58.7,5,**,3-3-3-6,42.9,148.0,13,480(-6),,,,[東] 清水英克,グランド牧場,,200706050607
12,7,13,スパークキャンドル,牡2,55,Ｍデムー,1:58.8,1/2,**,2-2-2-2,43.1,4.7,2,494(-2),,,,[東] 藤沢和雄,山本英俊,,200706050607
13,1,1,ダイナマイトシコク,牡2,55,石神深一,1:59.7,5,**,7-5-9-12,43.4,47.3,9,480(+8),,,,[東] 堀井雅広,西森鶴,,200706050607
14,7,12,コンバットキック,牡2,55,村上忍,1:59.8,1/2,**,10-11-10-13,43.2,261.3,15,446(-4),,,,[地] 三野宮通,ウェルネット,,200706050607
15,5,8,マルターズウディー,牡2,55,池添謙一,1:59.8,クビ,**,12-12-15-15,42.2,224.9,14,498(+8),,,,[東] 萱野浩二,藤田与志男,,200706050607
