着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705010701
1,4,8,テイクマイアイズ,牝3,54,安藤勝己,1:26.6,,**,3-3,37.4,2.8,1,472(+2),,,,[東] 加藤征弘,小林けい子,500.0,200705010701
2,1,2,オリオンザドンペリ,牡3,56,松岡正海,1:26.6,クビ,**,1-1,37.8,2.9,2,466(-8),,,,[東] 小西一男,日浦桂子,200.0,200705010701
3,2,4,デザインシチー,牡3,56,蛯名正義,1:27.5,5,**,2-2,38.6,40.0,8,416(0),,,,[東] 奥平雅士,友駿ホースクラブ,130.0,200705010701
4,3,5,レオプリンス,牡3,56,北村宏司,1:27.7,1,**,8-6,38.2,13.2,6,474(+2),,,,[東] 奥平雅士,レオ,75.0,200705010701
5,8,16,ギルティストライク,牡3,56,横山典弘,1:28.1,2.1/2,**,4-3,38.8,7.5,4,490(0),,,,[東] 和田正道,ノースヒルズマネジメント,50.0,200705010701
6,8,15,オーシャンルミナス,牝3,54,木幡初広,1:28.2,1/2,**,14-15,37.5,117.8,11,462(0),,,,[東] 平井雄二,大野數芳,,200705010701
7,7,14,キングロッチ,牡3,56,四位洋文,1:28.3,3/4,**,14-12,38.1,7.0,3,474(-10),,,,[東] 成島英春,高橋文男,,200705010701
8,1,1,イガノガイセン,牡3,56,小野次郎,1:28.6,1.3/4,**,12-10,38.6,192.1,13,470(+4),,,,[東] 水野貴広,五十嵐政則,,200705010701
9,3,6,コウヨウウェーブ,牡3,56,江田照男,1:28.7,クビ,**,7-6,39.2,190.1,12,494(+2),,,,[東] 菅原泰夫,寺内正光,,200705010701
10,6,12,トミケントラスト,牡3,55,津村明秀,1:29.0,1.3/4,**,11-12,38.8,99.7,9,524(+6),,,,[東] 坂本勝美,冨樫賢二,,200705010701
11,4,7,シャーディーピノー,牝3,54,柄崎将寿,1:29.0,クビ,**,12-14,38.5,481.1,16,464(-2),,,,[東] 柄崎孝,杵臼斉藤牧場,,200705010701
12,5,10,シオカゼ,牡3,56,大庭和弥,1:29.1,クビ,**,16-15,38.3,424.5,15,492(-4),,,,[東] 高橋義博,西垣泰三,,200705010701
13,7,13,コスモパッション,牝3,51,田中博康,1:29.1,クビ,**,10-10,39.1,11.6,5,450(+2),,,,[東] 谷原義明,ビッグレッドファーム,,200705010701
14,5,9,サムライ,牡3,56,内田博幸,1:29.2,3/4,**,6-6,39.7,25.1,7,476(+10),,,,[東] 中島敏文,新井原博,,200705010701
15,6,11,アウトローヒーロー,牡3,56,小林淳一,1:29.9,4,**,9-9,40.1,368.8,14,428(+2),,,,[東] 土田稔,ジョイ・レースホース,,200705010701
16,2,3,トウカイピンキー,牝3,54,田中勝春,1:30.0,3/4,**,4-3,40.7,111.5,10,440(-12),,,,[東] 栗田博憲,内村正則,,200705010701
