着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701020512
1,7,14,メイショウバレーヌ,牝3,53,四位洋文,1:10.3,,**,5-4,35.8,3.7,1,456(+2),,,,[西] 安達昭夫,松本好雄,1089.9,200701020512
2,3,6,マーシャルソング,牡3,55,藤岡佑介,1:10.4,3/4,**,7-7,35.8,17.9,7,476(0),,,,[東] 萩原清,池谷誠一,431.4,200701020512
3,1,2,コスモベル,牝3,53,柴山雄一,1:10.5,クビ,**,16-13,34.9,7.6,5,446(+10),,,,[西] 西園正都,ビッグレッドファーム,265.7,200701020512
4,6,12,ケイエスショーキ,牡3,55,小林徹弥,1:10.6,3/4,**,10-10,35.6,42.5,11,510(+2),,,,[西] 高橋成忠,キヨシサービス,160.0,200701020512
5,8,16,ウスイ,牝4,55,津村明秀,1:10.8,1.1/4,**,10-10,35.9,12.3,6,476(+14),,,,[東] 鈴木伸尋,中村政勝,105.0,200701020512
6,4,8,コアレスストーム,セ4,57,菊沢隆徳,1:10.9,クビ+クビ,**,4-4,36.6,6.3,4,518(+8),,,,[東] 藤原辰雄,小林昌志,,200701020512
7,2,4,カシマワールド,牡6,57,鈴来直人,1:11.0,1/2,**,8-7,36.2,83.4,15,430(+2),,,,[東] 佐藤全弘,松浦一久,,200701020512
8,5,9,ハッピームード,牝4,55,芹沢純一,1:11.1,1/2,**,14-13,35.9,60.3,12,432(+2),,,,[西] 須貝彦三,吉田照哉,,200701020512
9,6,11,ノゾミヒカル,セ3,55,安藤勝己,1:11.3,1.1/2,**,2-1,37.3,5.2,2,454(+6),,,,[東] 後藤由之,富士開発,,200701020512
10,5,10,コイサン,牝3,53,黛弘人,1:11.3,アタマ,**,15-13,35.9,254.4,16,428(+18),,,,[東] 杉浦宏昭,サンデーレーシング,,200701020512
11,4,7,センザイイチグウ,牡3,55,勝浦正樹,1:11.5,1.1/4,**,12-10,36.4,29.1,10,464(0),,,,[東] 谷原義明,平岡茂樹,,200701020512
12,7,13,スイングロウ,牝3,53,北村浩平,1:11.5,クビ,**,12-13,36.4,24.9,9,420(-4),,,,[西] 福島勝,加藤徹,,200701020512
13,8,15,メイショウシラヌイ,セ6,57,古川吉洋,1:12.3,5,**,8-9,37.6,78.6,14,476(+12),,,,[西] 安達昭夫,松本好雄,,200701020512
14,3,5,セイウンボールド,牡5,57,池添謙一,1:13.4,7,**,1-2,39.5,60.4,13,530(+14),,,,[西] 浅見秀一,西山茂行,,200701020512
15,2,3,ソロターン,牡5,57,松田大作,1:14.4,6,**,2-2,40.4,23.3,8,490(+2),,,,[東] 戸田博文,吉田和子,,200701020512
16(降),1,1,セントラルパーク,牝3,53,岩田康誠,1:10.8,,**,5-4,36.3,6.0,3,442(+2),,,,[西] 藤原英昭,エクセルマネジメント,,200701020512
