着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806030210
1,2,3,ヒカリシャトル,牡4,57,後藤浩輝,1:47.4,,**,4-3-3-2,35.3,2.9,1,514(-2),,,,[西] 西浦勝一,當山隆則,1864.3,200806030210
2,7,12,アップルサイダー,牡4,57,小野次郎,1:47.7,2,**,3-3-4-4,35.3,57.3,13,490(0),,,,[東] 菅原泰夫,野崎宗信,739.8,200806030210
3,5,9,ブレーヴハート,牡6,57,田中剛,1:47.7,ハナ,**,13-12-11-11,34.7,18.7,6,526(+8),,,,[東] 加藤征弘,吉田照哉,464.9,200806030210
4,8,14,イースター,牡5,57,蛯名正義,1:47.7,アタマ,**,10-9-8-7,35.0,4.1,3,448(-10),,,,[西] 平田修,吉田勝己,270.0,200806030210
5,2,2,サケダイスキ,牡5,57,吉田豊,1:47.9,1.1/4,**,2-2-2-2,36.4,13.9,4,486(+4),,,,[東] 奥平雅士,臼井義太郎,183.0,200806030210
6,3,5,ダイワルビア,牡4,57,柴田善臣,1:48.1,1.1/4,**,5-5-4-4,35.8,38.6,10,516(-10),,,,[東] 鹿戸雄一,大城敬三,,200806030210
7,8,15,キタノリューオー,牡4,57,北村宏司,1:48.1,アタマ,**,12-12-11-9,35.1,4.0,2,546(+2),,,,[東] 高橋裕,木村牧場,,200806030210
8,5,8,ムラマサノヨートー,牡4,57,小林淳一,1:48.4,2,**,11-11-11-11,35.4,27.9,8,480(0),,,,[東] 内藤一雄,新井孝治,,200806030210
9,7,13,モエレフィールド,牡5,57,大庭和弥,1:48.5,1/2,**,1-1-1-1,38.7,39.8,11,512(-4),,,,[東] 中野栄治,齋藤實,,200806030210
10,6,10,ソリッドスライダー,牡7,57,田中勝春,1:48.6,1/2,**,6-6-6-6,36.1,14.1,5,474(+6),,,,[東] 加藤征弘,平井卓志,,200806030210
11,4,7,ブルーマーテル,牡4,57,田中博康,1:48.9,1.3/4,**,14-14-14-14,35.6,56.8,12,454(+2),,,,[東] 菅原泰夫,三協軽種馬,,200806030210
12,3,4,ロックスピリッツ,牡6,57,佐藤哲三,1:49.0,1/2,**,7-7-7-9,36.4,28.3,9,462(-6),,,,[西] 池江泰寿,社台レースホース,,200806030210
13,6,11,オーバーカムオール,牡4,57,古川吉洋,1:49.1,クビ,**,7-9-8-7,36.4,21.6,7,512(+2),,,,[東] 古賀慎明,河村祥史,,200806030210
14,4,6,ダイイチミラクル,セ8,57,大野拓弥,1:49.1,アタマ,**,7-7-8-13,36.3,177.6,14,490(+6),,,,[東] 菊川正達,ミルファーム,,200806030210
15,1,1,リスキーアフェア,牡6,57,今野忠成,1:49.9,5,**,14-14-14-14,36.5,208.2,15,514(+4),,,,[東] 勢司和浩,臼田浩義,,200806030210
