着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705010101
1,8,16,ラオムフェーレ,牡3,56,勝浦正樹,1:27.1,,**,5-5,38.6,5.4,3,464(-4),,,,[東] 保田一隆,ミルファーム,500.0,200705010101
2,6,11,ゴールドエンジェル,牝3,54,江田照男,1:27.3,1.1/4,**,1-1,39.2,22.4,6,456(-4),,,,[東] 中島敏文,協栄,200.0,200705010101
3,5,9,プライドイズハート,牡3,56,松岡正海,1:27.6,1.3/4,**,10-9,37.9,8.6,4,500(-8),,,,[東] 伊藤伸一,三枝栄二,130.0,200705010101
4,1,1,ヤエノアカハチ,牡3,56,後藤浩輝,1:27.6,ハナ,**,2-2,39.2,3.4,2,450(-8),,,,[東] 久保田貴,ＲＲＡ,75.0,200705010101
5,3,6,コスモリバイアサン,牡3,56,ルメール,1:27.9,2,**,2-2,39.5,2.3,1,510(0),,,,[東] 勢司和浩,ビッグレッドファーム,50.0,200705010101
6,7,14,コスモトノ,牡3,56,田中剛,1:28.1,1.1/4,**,2-2,39.8,24.4,7,472(-4),,,,[東] 奥平雅士,ビッグレッドファーム,,200705010101
7,5,10,ニーマルクイック,牡3,56,石神深一,1:28.4,2,**,8-7,39.0,215.5,11,514(+8),,,,[東] 田村康仁,板橋秋,,200705010101
8,1,2,コスモファルバラン,牡3,55,吉田隼人,1:28.5,1/2,**,6-6,39.3,44.9,10,466(-4),,,,[東] 秋山雅一,ビッグレッドファーム,,200705010101
9,2,3,チアズベジータ,牡3,56,蛯名正義,1:28.5,ハナ,**,14-11,38.1,42.5,9,462(+4),,,,[東] 清水英克,北村キヨ子,,200705010101
10,6,12,クリーンクルー,牡3,56,田中勝春,1:28.9,2.1/2,**,8-7,39.6,40.7,8,500(-2),,,,[東] 蛯名信広,石橋和夫,,200705010101
11,2,4,スルファー,牡3,56,横山典弘,1:30.0,7,**,14-14,39.1,19.2,5,500(+8),,,,[東] 柴崎勇,山上和良,,200705010101
12,4,8,サークルゲーム,牡3,56,北村宏司,1:30.1,クビ,**,10-13,39.3,412.7,14,442(0),,,,[東] 成島英春,上野武,,200705010101
13,7,13,スガノグローリアス,牡3,56,柴山雄一,1:31.2,7,**,14-16,39.6,367.2,13,462(0),,,,[東] 松永勇,菅原光太郎,,200705010101
14,3,5,ストーンサンデー,牡3,56,木幡初広,1:32.5,8,**,7-9,42.7,352.3,12,456(+16),,,,[東] 南田美知,Ｍ・Ｋ・Ｋクラブ組合,,200705010101
15,8,15,スズシルクロード,牡3,55,津村明秀,1:32.6,1/2,**,10-14,41.7,445.6,16,508(0),,,,[東] 鈴木伸尋,小紫芳夫,,200705010101
16,4,7,スガノクリスタル,牝3,51,黛弘人,1:33.0,2.1/2,**,10-12,42.4,434.5,15,448(+6),,,,[東] 大和田稔,菅原光太郎,,200705010101
