着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806050408
1,1,1,チャームウィーク,牝4,55,柴山雄一,1:10.8,,**,4-3,36.7,4.8,3,520(+6),,,,[東] 清水英克,タマモ,740.0,200806050408
2,3,5,ラオムフェーレ,牡4,57,勝浦正樹,1:11.0,1.1/4,**,7-5,36.6,15.4,8,492(+2),,,,[東] 保田一隆,ミルファーム,300.0,200806050408
3,7,13,シンボリシュタルク,牡3,56,柴田善臣,1:11.0,ハナ,**,1-1,37.2,3.0,1,516(+4),,,,[東] 菊川正達,シンボリ牧場,190.0,200806050408
4,2,3,ティティボス,牡4,57,内田博幸,1:11.0,アタマ,**,2-2,37.1,15.0,7,490(+2),,,,[東] 斎藤誠,冨塚善三,110.0,200806050408
5,5,10,アプローズヒーロー,牡4,57,横山典弘,1:11.0,ハナ,**,10-8,36.3,9.6,4,458(+10),,,,[東] 石栗龍彦,小野博郷,74.0,200806050408
6,4,8,メジロフローラ,牝3,54,小野次郎,1:11.0,アタマ,**,6-5,36.8,39.5,9,458(+4),,,,[東] 柴田政人,メジロ牧場,,200806050408
7,1,2,ドリームウィン,牡4,57,佐藤聖也,1:11.1,1/2,**,4-3,37.0,13.4,6,460(+4),,,,[東] 根本康広,平本敏夫,,200806050408
8,8,16,ヤマニントップギア,牡3,53,伊藤工真,1:11.1,ハナ,**,10-8,36.5,4.5,2,498(0),,,,[東] 星野忍,土井肇,,200806050408
9,3,6,テイエムゲンキボ,牡4,57,武士沢友,1:11.3,1.1/2,**,12-10,36.4,42.8,10,502(+4),,,,[東] 中野渡清,竹園正繼,,200806050408
10,2,4,ヨイチトレジャー,牝5,55,田中勝春,1:11.8,3,**,12-13,37.0,194.8,15,460(+12),,,,[東] 菅原泰夫,加藤興一,,200806050408
11,7,14,ディーエスルーラー,牡3,56,大野拓弥,1:12.1,1.3/4,**,14-14,37.0,211.2,16,476(-8),,,,[東] 藤原辰雄,秋谷壽之,,200806050408
12,8,15,チェリークラウン,牡4,57,藤田伸二,1:12.3,1.1/2,**,14-14,37.2,11.7,5,484(0),,,,[東] 小西一男,櫻井悦朗,,200806050408
13,5,9,マジュスキュール,牝3,54,木幡初広,1:12.3,ハナ,**,7-10,37.9,124.6,13,430(+6),,,,[東] 佐々木亜,ターフ・スポート,,200806050408
14,6,12,ザムーン,牝3,54,小林淳一,1:12.3,クビ,**,7-12,37.8,119.2,12,444(-6),,,,[東] 松永康利,大北牧場,,200806050408
15,6,11,トーセンステージ,牡3,56,御神本訓,1:12.5,1.1/4,**,16-16,36.4,108.0,11,462(-5),,,,[東] 斎藤宏,島川隆哉,,200806050408
16,4,7,タイキビッグバン,牡3,56,村田一誠,1:12.7,1,**,2-5,38.7,165.2,14,498(+8),,,,[東] 土田稔,大樹ファーム,,200806050408
