着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806030708
1,8,10,ユメロマン,牡6,57,田中勝春,2:04.5,,**,5-5-5-2,37.8,3.8,2,464(-12),,,,[東] 宗像義忠,田中春美,740.0,200806030708
2,2,2,マイネルビジュー,牡4,57,松岡正海,2:04.7,1.1/4,**,3-3-3-2,38.2,8.1,4,458(+10),,,,[東] 小笠倫弘,サラブレッドクラブ・ラフィアン,300.0,200806030708
3,1,1,ハリーアップ,牡4,57,田中剛,2:05.3,3.1/2,**,7-7-8-5,38.4,4.2,3,478(0),,,,[東] 小島太,首藤徳,190.0,200806030708
4,7,9,ノボタイタン,牡4,57,大庭和弥,2:05.7,2.1/2,**,11-11-10-8,38.5,23.0,7,502(+6),,,,[東] 西塚安夫,ＬＳ．Ｍ,110.0,200806030708
5,6,7,ディアーウィッシュ,牡4,56,田中博康,2:05.8,3/4,**,1-1-1-1,39.7,2.8,1,518(-4),,,,[東] 秋山雅一,臼田浩義,74.0,200806030708
6,3,3,ダイワオージー,牡4,56,勝浦正樹,2:06.4,3.1/2,**,10-10-5-5,39.6,30.2,9,492(+2),,,,[東] 嶋田功,大城敬三,,200806030708
7,4,4,デルマアン,牝4,55,柴山雄一,2:06.7,1.3/4,**,2-2-2-2,40.4,58.1,11,464(+12),,,,[東] 高橋義博,浅沼廣幸,,200806030708
8,8,11,シーレイダース,牡4,57,内田博幸,2:07.5,5,**,3-3-3-7,41.0,18.0,6,486(-6),,,,[東] 鹿戸雄一,山本英俊,,200806030708
9,6,6,シルクバリアント,牡4,57,江田照男,2:07.6,3/4,**,8-8-9-10,40.5,26.6,8,480(-11),,,,[東] 星野忍,シルク,,200806030708
10,7,8,ジョウノパンジー,牝4,55,柴田善臣,2:07.7,3/4,**,5-5-5-8,41.0,17.2,5,436(+6),,,,[東] 古賀慎明,小川義勝,,200806030708
11,5,5,ホールドマイラヴ,牝4,55,吉田豊,2:09.2,9,**,8-8-11-11,41.8,48.6,10,466(-18),,,,[東] 高木登,山田弘,,200806030708
