着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803030108
1,8,14,レプラコーン,牡3,55,中舘英二,1:45.3,,**,2-2-2-2,36.9,3.8,2,484(-2),,,,[西] 池江泰寿,社台レースホース,730.0,200803030108
2,7,12,テンジンニチオー,牡4,56,三浦皇成,1:45.3,クビ,**,4-5-4-4,36.6,3.5,1,448(0),,,,[東] 松山康久,テンジン,290.0,200803030108
3,6,10,エクストラポイント,セ3,54,藤岡康太,1:45.9,3.1/2,**,2-2-2-2,37.5,10.1,4,480(+4),,,,[東] 斎藤誠,サンデーレーシング,180.0,200803030108
4,3,4,マヤノカタナ,牡5,57,長谷川浩,1:45.9,クビ,**,1-1-1-1,37.6,183.9,14,446(+2),,,,[西] 梅田智之,田所英子,110.0,200803030108
5,5,9,ヒロノグレガ,牡3,55,木幡初広,1:46.0,クビ,**,6-5-4-4,37.4,3.8,3,474(-6),,,,[東] 清水美波,山内広,73.0,200803030108
6,4,6,シゲルアラムシャ,牡6,54,黛弘人,1:46.2,1.1/4,**,12-11-11-10,37.0,44.5,10,512(-8),,,,[西] 小島貞博,森中蕃,,200803030108
7,2,3,アドミラビリス,牡4,57,熊沢重文,1:46.4,1.1/2,**,12-10-11-11,37.2,25.8,9,434(0),,,,[西] 中尾正,吉田和美,,200803030108
8,1,1,シルクグラビティー,牡7,57,小林淳一,1:46.7,2,**,7-7-7-7,37.8,137.5,13,440(-6),,,,[東] 石毛善彦,シルク,,200803030108
9,3,5,マイネルスカイハイ,牡3,55,大野拓弥,1:46.7,アタマ,**,4-4-4-4,38.1,21.4,8,484(-2),,,,[東] 粕谷昌央,サラブレッドクラブ・ラフィアン,,200803030108
10,5,8,スガノゴールド,牡3,55,石橋脩,1:46.8,1/2,**,9-9-7-7,37.9,15.1,6,454(+8),,,,[東] 松永康利,菅原光博,,200803030108
11,7,13,マイネルジュレップ,牡3,55,津村明秀,1:47.0,1.1/4,**,7-7-7-7,38.2,13.9,5,468(-2),,,,[東] 堀井雅広,サラブレッドクラブ・ラフィアン,,200803030108
12,6,11,クリスタルバッハ,牡6,57,菊沢隆徳,1:47.6,3.1/2,**,14-14-14-13,38.2,18.6,7,472(-8),,,,[東] 高松邦男,グランド牧場,,200803030108
13,4,7,リキュウ,牡4,57,松田大作,1:47.8,1.1/2,**,10-11-10-12,38.7,112.8,12,504(+22),,,,[東] 本間忍,中村政勝,,200803030108
14,8,15,クリプトジュエル,牝3,53,高野和馬,1:48.0,1.1/4,**,10-13-15-15,38.2,340.6,15,438(+7),,,,[東] 畠山重則,関駿也,,200803030108
15,2,2,ビートオール,牡5,54,丸田恭介,1:48.4,2.1/2,**,15-15-11-13,39.2,53.0,11,460(0),,,,[東] 清水英克,サンデーレーシング,,200803030108
