着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706010710
1,8,15,ジェイウォーク,牡4,54,吉田豊,1:34.3,,**,2-2-2,35.8,11.0,6,530(+2),,,,[東] 大久保洋,社台レースホース,1517.8,200706010710
2,1,2,キングルーキー,牡4,56,田中勝春,1:34.4,1/2,**,4-4-3,35.7,5.7,2,500(0),,,,[東] 古賀慎明,廣松金次,600.8,200706010710
3,2,4,レフィナーダ,牝7,52,北村宏司,1:34.4,アタマ,**,6-7-5,35.4,42.9,8,458(-2),,,,[東] 藤沢和雄,サウスニア,375.4,200706010710
4,7,14,エアムートン,牡5,57,後藤浩輝,1:34.5,1/2,**,11-11-11,35.0,10.4,5,456(0),,,,[東] 田村康仁,ラッキーフィールド,220.0,200706010710
5,5,9,ヒカルベガ,牡5,57.5,横山典弘,1:34.6,1/2,**,6-4-4,35.9,2.3,1,544(0),,,,[東] 勢司和浩,高橋光,148.0,200706010710
6,1,1,モエレフィールド,牡4,54,吉永護,1:34.6,ハナ,**,1-1-1,36.1,106.8,13,514(+6),,,,[東] 中野栄治,齋藤實,,200706010710
7,4,8,マイネシャーナ,牝6,51,小林淳一,1:34.7,1/2,**,12-9-7,35.5,309.5,16,476(-4),,,,[東] 保田一隆,サラブレッドクラブ・ラフィアン,,200706010710
8,6,11,パーフェクトジョイ,牝4,53,蛯名正義,1:34.7,クビ,**,13-14-14,34.7,8.7,4,410(-12),,,,[西] 池江泰寿,吉田勝己,,200706010710
9,5,10,クラウニングワーク,牡5,53,石橋脩,1:34.8,1/2,**,5-8-10,35.7,71.8,11,440(+6),,,,[東] 和田正道,ヒダカ・ブリーダーズ・ユニオン,,200706010710
10,3,6,レッドビームシチー,牡5,56,四位洋文,1:34.9,クビ,**,6-9-7,35.7,12.6,7,488(+6),,,,[東] 中野栄治,友駿ホースクラブ,,200706010710
11,6,12,サクラブライアン,牡8,56,勝浦正樹,1:35.1,1,**,15-14-12,35.1,56.1,10,468(+4),,,,[東] 秋山雅一,さくらコマース,,200706010710
12,3,5,シンボリプレオ,牡6,56,柴田善臣,1:35.1,ハナ,**,6-6-7,36.2,6.1,3,462(+10),,,,[東] 池上昌弘,シンボリ牧場,,200706010710
13,4,7,ノーザンスター,牝6,51,佐藤聖也,1:35.2,1/2,**,13-12-12,35.5,101.1,12,466(0),,,,[東] 石栗龍彦,ターフ・スポート,,200706010710
14,8,16,マイネルアドホック,牡5,52,松岡正海,1:35.7,3,**,2-3-5,37.1,243.7,15,536(-2),,,,[東] 清水美波,サラブレッドクラブ・ラフィアン,,200706010710
15,2,3,ロランラムール,牝4,52,津村明秀,1:35.8,1/2,**,16-16-16,35.4,54.2,9,480(+4),,,,[東] 坂本勝美,塩川和則,,200706010710
16,7,13,エアカエサル,牡7,53,江田照男,1:35.8,クビ,**,6-12-14,36.1,150.6,14,474(+4),,,,[東] 佐々木亜,ラッキーフィールド,,200706010710
