着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801020505
1,3,3,サクラシコウテイ,牡3,56,藤田伸二,2:03.5,,**,2-2-2-1,36.2,2.2,1,540(+22),,,,[東] 小島太,さくらコマース,500.0,200801020505
2,8,13,メジロミニー,牝3,54,菊沢隆徳,2:03.9,2.1/2,**,12-12-9-6,35.7,6.2,3,370(0),,,,[東] 保田一隆,メジロ商事,200.0,200801020505
3,7,10,コスモスプラッシュ,牝3,54,大野拓弥,2:03.9,ハナ,**,11-11-8-5,36.0,13.3,6,422(+6),,,,[東] 谷原義明,ビッグレッドファーム,130.0,200801020505
4,5,6,ニューヨーカー,牡3,55,北村友一,2:04.1,ハナ+1.1/4,**,3-3-3-4,36.6,3.9,2,456(-2),,,,[東] 和田正道,スピードファーム,75.0,200801020505
5,5,7,ジャンバティスト,牡3,53,丸田恭介,2:04.6,3,**,7-6-6-7,36.8,19.8,7,470(0),,,,[東] 二ノ宮敬,サンデーレーシング,50.0,200801020505
6,6,8,ローランブロウ,牡3,56,武英智,2:05.1,3,**,1-1-1-2,38.0,32.4,8,504(0),,,,[東] 河野通文,斉藤敏博,,200801020505
7(降),1,1,メイショウマゼラン,牡3,56,武幸四郎,2:03.9,,**,9-6-5-3,36.3,9.8,4,466(-2),,,,[西] 西園正都,松本好隆,,200801020505
8,7,11,アイアムスパークル,牝3,54,中舘英二,2:05.7,3.1/2,**,3-3-3-7,38.2,10.9,5,430(-2),,,,[東] 小島茂之,堀紘一,,200801020505
9,6,9,レディッシュレイ,牡3,53,田中博康,2:06.7,6,**,9-9-9-10,38.6,117.7,10,566(+2),,,,[東] 奥平雅士,キャロットファーム,,200801020505
10,4,4,ロマンゴールド,牝3,54,芹沢純一,2:06.7,ハナ,**,13-13-13-12,37.8,108.4,9,442(-6),,,,[西] 野元昭,西村新一郎,,200801020505
11,2,2,アラマサトップガン,牝3,51,荻野琢真,2:06.7,ハナ,**,5-8-9-11,38.5,137.4,11,434(+6),,,,[東] 阿部新生,アラキファーム,,200801020505
12,4,5,ウインマイスター,セ3,56,梶晃啓,2:07.0,1.3/4,**,5-5-6-9,39.2,171.8,12,474(0),,,,[東] 伊藤正徳,ウイン,,200801020505
13,8,12,マックスリオ,セ3,56,津村明秀,2:10.8,大,**,8-9-12-13,42.4,215.2,13,516(+2),,,,[東] 武市康男,田所英子,,200801020505
