着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705030705
1,5,9,カネスラファール,牡3,56,北村宏司,1:25.7,,**,13-13,37.7,21.0,7,472(+6),,,,[東] 根本康広,杉澤光雄,700.0,200705030705
2,3,5,ファルカタリア,牡3,56,田中勝春,1:25.8,3/4,**,2-2,38.9,1.7,1,502(0),,,,[東] 加藤征弘,社台レースホース,280.0,200705030705
3,1,1,カラベルラティーナ,牝3,54,吉田豊,1:26.5,4,**,7-4,39.1,8.7,3,416(-2),,,,[東] 奥平雅士,キャロットファーム,180.0,200705030705
4,6,11,エイシンイップー,牡3,56,津村明秀,1:26.7,1,**,8-8,39.1,102.3,11,478(-2),,,,[西] 北出成人,平井豊光,110.0,200705030705
5,4,8,フィクシアス,牡3,56,吉田隼人,1:26.8,3/4,**,13-12,38.9,17.3,6,450(-4),,,,[東] 浅野洋一,井上修一,70.0,200705030705
6,8,15,ミレニアムカースル,牡3,56,高橋智大,1:26.9,クビ,**,6-4,39.6,27.9,8,506(+6),,,,[東] 大久保洋,大原詔宏,,200705030705
7,7,14,テイエムゲンキボ,牡3,56,武士沢友,1:27.2,2,**,15-15,38.9,385.0,15,492(+2),,,,[東] 中野渡清,竹園正繼,,200705030705
8,2,4,シーリーコート,牝3,54,藤田伸二,1:27.4,1.1/4,**,8-7,39.9,12.8,4,460(-4),,,,[東] 堀宣行,社台レースホース,,200705030705
9,7,13,マイネルハーバード,牡3,56,長谷川浩,1:27.4,クビ,**,8-9,39.7,197.1,13,440(-2),,,,[東] 斎藤誠,サラブレッドクラブ・ラフィアン,,200705030705
10,3,6,リワードアルビオン,牡3,56,勝浦正樹,1:27.5,クビ,**,3-3,40.4,5.2,2,526(+6),,,,[東] 藤原辰雄,宮崎忠比古,,200705030705
11,2,3,ボストンアサーテン,牡3,56,後藤浩輝,1:27.7,1,**,1-1,40.8,16.9,5,494(-4),,,,[東] 杉浦宏昭,小林英一,,200705030705
12,5,10,メイショウハナミチ,牡3,56,松岡正海,1:27.7,ハナ,**,15-15,39.4,97.9,10,436(-6),,,,[西] 梅田智之,松本好雄,,200705030705
13,6,12,アポロサーカス,牡3,56,丹内祐次,1:27.9,1,**,8-9,40.1,207.6,14,488(-2),,,,[東] 柴崎勇,アポロサラブレッドクラブ,,200705030705
14,1,2,タカラヘリオス,牡3,56,熊沢重文,1:27.9,クビ,**,8-14,39.7,36.0,9,492(+2),,,,[東] 田村康仁,村山義男,,200705030705
15,8,16,クールスーペリア,セ3,53,草野太郎,1:28.2,1.3/4,**,4-4,40.8,431.7,16,472(-2),,,,[東] 坂本勝美,川上哲司,,200705030705
16,4,7,アイファーチヨオー,牡3,56,西田雄一,1:29.2,6,**,4-9,41.5,158.2,12,480(+8),,,,[東] 小島茂之,中島稔,,200705030705
