着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805010201
1,7,13,スズノカイソク,牡3,56,田中勝春,1:18.9,,**,1-1,36.9,44.1,9,514(+3),,,,[東] 佐藤全弘,小紫芳夫,500.0,200805010201
2,6,11,グランドコテージ,牡3,56,岩田康誠,1:19.2,2,**,11-10,36.1,7.8,4,466(-6),,,,[東] 小西一男,安達允彦,200.0,200805010201
3,1,1,ケイアイモーガン,牡3,56,後藤浩輝,1:19.4,1.1/4,**,2-4,37.1,2.9,1,466(0),,,,[東] 柴崎勇,亀田守弘,130.0,200805010201
4,4,6,ラブエッセンス,牝3,53,田中博康,1:20.3,5,**,4-2,38.1,47.1,10,462(-2),,,,[東] 秋山雅一,ディアレスト,75.0,200805010201
5,3,5,レオバベル,牡3,56,江田照男,1:20.3,クビ,**,12-10,37.1,92.1,13,496(0),,,,[東] 田子冬樹,レオ,50.0,200805010201
6,5,8,トーセンミケラン,牡3,56,石橋脩,1:20.4,クビ,**,9-9,37.5,12.8,5,518(0),,,,[東] 柴田政人,島川隆哉,,200805010201
7,2,3,アイビスデージー,牡3,56,蛯名正義,1:20.4,クビ,**,5-5,37.9,3.6,2,454(-10),,,,[東] 田中清隆,臼倉勲,,200805010201
8,2,2,マイネルアフェット,牡3,56,松岡正海,1:20.6,1.1/2,**,10-7,37.8,63.4,11,446(+14),,,,[東] 小西一男,サラブレッドクラブ・ラフィアン,,200805010201
9,5,9,トキメキボストン,牡3,56,石神深一,1:20.7,3/4,**,2-2,38.5,64.2,12,486(+4),,,,[東] 佐藤吉勝,片岡正雄,,200805010201
10,8,14,リアルパラダイス,牡3,56,横山典弘,1:21.0,2,**,6-7,38.2,16.5,7,494(-4),,,,[東] 境征勝,武藤善吉,,200805010201
11,6,10,エプソムヒット,牡3,56,柴山雄一,1:21.2,1,**,12-10,38.1,159.5,14,472(-2),,,,[東] 笹倉武久,ジャパン・ホースマン・クラブ,,200805010201
12,4,7,ショウナンハロー,セ3,56,吉田豊,1:21.5,1.3/4,**,15-14,37.1,32.4,8,514(0),,,,[東] 大久保洋,湘南,,200805010201
13,7,12,アクセプトアゲン,牡3,56,津村明秀,1:21.6,クビ,**,6-5,39.1,5.6,3,490(0),,,,[東] 岩戸孝樹,浅川皓司,,200805010201
14,8,15,イチノホシ,牡3,56,繁田健一,1:22.7,7,**,14-14,38.3,165.8,15,508(-8),,,,[東] 相沢郁,河内孝夫,,200805010201
15,3,4,シトラスサン,牡3,56,北村宏司,1:23.1,2.1/2,**,6-13,38.8,16.4,6,478(-12),,,,[東] 武藤善則,井上一郎,,200805010201
