着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200901010202
1,8,11,トーアクレセント,牝3,54,藤岡佑介,0:59.9,,**,5-4,35.9,3.5,2,444(-6),,,,[西] 羽月友彦,東亜駿馬,500.0,200901010202
2,5,5,ラッキーフラワー,牝3,54,藤田伸二,1:00.5,3.1/2,**,6-6,36.2,2.3,1,412(+6),,,,[東] 杉浦宏昭,西村憲人,200.0,200901010202
3,6,8,ハナノシルキー,牝3,54,田中博康,1:00.5,アタマ,**,11-10,35.4,8.7,4,436(+2),,,,[東] 成島英春,花田勲,130.0,200901010202
4,7,9,カネスヴィバーチェ,牝3,51,丸山元気,1:00.6,1/2,**,7-6,36.1,40.5,8,420(+4),,,,[東] 根本康広,杉澤光雄,75.0,200901010202
5,5,6,クイーンマルサ,牝3,54,池添謙一,1:00.7,3/4,**,3-3,36.9,87.4,10,442(-2),,,,[西] 北出成人,海原聖一,50.0,200901010202
6,8,12,イブ,牝3,51,国分優作,1:00.8,3/4,**,3-4,37.0,118.8,11,408(-8),,,,[西] 本田優,加藤信之,,200901010202
7,7,10,クレバーヒロイン,牝3,54,北村友一,1:00.8,ハナ,**,2-2,37.2,18.0,6,460(0),,,,[西] 崎山博樹,田邉正明,,200901010202
8,2,2,サージプロミネンス,牝3,54,小林徹弥,1:01.1,1.3/4,**,1-1,37.5,29.8,7,434(+14),,,,[西] 野中賢二,山上和良,,200901010202
9,3,3,ルーシッドドリーム,牝3,54,津村明秀,1:01.7,3.1/2,**,8-8,37.1,78.0,9,416(+10),,,,[東] 鈴木伸尋,社台レースホース,,200901010202
10,4,4,マザーロード,牝3,54,中舘英二,1:01.9,1.1/4,**,10-11,37.0,6.4,3,462(-4),,,,[東] 水野貴広,泉俊二,,200901010202
11,6,7,スマイルオンリップ,牝3,54,梶晃啓,1:02.2,2,**,9-9,37.5,181.7,12,418(+14),,,,[東] 岩戸孝樹,ヒダカ・ブリーダーズ・ユニオン,,200901010202
12,1,1,チェリーズバッグ,牝3,52,宮崎北斗,1:02.9,4,**,11-12,37.7,9.9,5,468(-14),,,,[東] 佐藤全弘,槇本牧場,,200901010202
