着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806030711
1,4,4,マルカラスカル,牡6,63.5,西谷誠,4:57.7,,,1-1-1-1,14.0,5.1,3,484(-22),,,,[西] 増本豊,河長産業,8036.4,200806030711
2,6,6,メルシーエイタイム,牡6,63.5,横山義行,4:59.9,大,,3-2-2-2,14.1,3.1,2,470(-8),,,,[西] 武宏平,永井康郎,3210.4,200806030711
3,1,1,テイエムエース,牡5,63.5,菊地昇吾,5:00.0,1/2,,5-5-3-3,14.1,15.8,5,464(-16),,,,[西] 鹿戸明,竹園正繼,2005.2,200806030711
4,5,5,マイネルオーパー,牡9,63.5,宗像徹,5:03.0,大,,5-6-4-4,14.3,33.7,7,448(+8),,,,[東] 鹿戸雄一,サラブレッドクラブ・ラフィアン,1200.0,200806030711
5,7,7,エイシンニーザン,牡6,63.5,白浜雄造,5:03.2,1,,8-7-6-5,14.3,2.7,1,502(0),,,,[西] 坂口正則,平井豊光,800.0,200806030711
6,8,9,アラームコール,セ8,63.5,ピユー,5:04.7,9,,4-4-4-5,14.3,6.4,4,400(0),,,,[外] オルテ,Ｎ．ファラオン,,200806030711
7,2,2,バローネフォンテン,牡8,63.5,柴田未崎,5:05.7,6,,8-9-8-7,14.4,41.2,8,514(+2),,,,[東] 高橋裕,吉橋計,,200806030711
8,3,3,フォレストダンス,牡6,63.5,大庭和弥,5:10.8,大,,2-3-7-8,14.6,50.2,9,462(-6),,,,[東] 鈴木勝美,丸岡啓一,,200806030711
9,8,10,グライディング,セ8,63.5,ヤング,5:26.4,大,,7-8-9-9,15.4,18.9,6,430(0),,,,[外] フォウト,ブリガドーン・ステーブル,,200806030711
中,7,8,オートゼウス,牡9,63.5,山本康志,,,,,,63.5,10,476(-6),,,,[東] 土田稔,大戸時子,,200806030711
