着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703030304
1,5,7,グリッターエルフ,牝3,53,太宰啓介,1:45.2,,**,1-1-1-1,38.9,18.7,6,474(-8),,,,[西] 柴田光陽,ヒダカ・ブリーダーズ・ユニオン,730.0,200703030304
2,6,10,ニシノキンレンポ,牝3,52,大野拓弥,1:45.9,4,**,6-4-3-3,39.1,2.3,1,468(-2),,,,[東] 杉浦宏昭,西山茂行,290.0,200703030304
3,3,4,フィールフィット,牝3,53,丹内祐次,1:46.0,クビ,**,7-7-7-5,38.8,6.1,3,470(+4),,,,[東] 矢野進,吉野英子,180.0,200703030304
4,4,6,アンジェトワール,牝4,55,田辺裕信,1:46.1,1/2,**,11-11-10-8,38.4,30.2,10,422(-6),,,,[東] 久保田貴,飯田良枝,110.0,200703030304
5,8,13,ニシノイエロー,牝5,55,安藤光彰,1:46.3,1.1/2,**,11-12-12-13,38.0,42.4,11,516(+10),,,,[東] 石栗龍彦,西山茂行,73.0,200703030304
6,7,12,ヴィッテリア,牝3,53,西田雄一,1:46.4,1/2,**,4-4-5-5,39.4,24.9,7,396(-6),,,,[東] 境征勝,桜井忠隆,,200703030304
7,2,2,ライトモーション,牝4,52,黛弘人,1:46.6,1.1/4,**,14-13-12-10,38.4,26.1,9,420(0),,,,[東] 高松邦男,柳橋俊昭,,200703030304
8,6,9,リサイトアチャーム,牝3,53,川島信二,1:46.6,ハナ,**,9-9-9-10,39.1,4.5,2,468(0),,,,[東] 高橋裕,グリーンファーム,,200703030304
8,7,11,オチャメデヒア,牝3,53,田面木博,1:46.6,同着,**,2-2-2-2,40.2,146.9,14,486(-6),,,,[東] 蛯名信広,玉井宏和,,200703030304
10,5,8,シングルカット,牝3,53,木幡初広,1:46.9,1.3/4,**,9-10-10-12,39.1,48.2,13,462(-4),,,,[東] 鈴木勝美,イースターサンデー,,200703030304
11,3,3,グランドアワード,牝3,50,宮崎北斗,1:47.0,1/2,**,7-7-7-8,39.8,46.1,12,496(-16),,,,[東] 二本柳俊,グランド牧場,,200703030304
12,8,14,マイムマイム,牝3,51,的場勇人,1:47.0,ハナ,**,2-3-3-4,40.2,15.0,5,432(-2),,,,[東] 谷原義明,田島榮二郎,,200703030304
13,1,1,ディアビューティー,牝3,51,田中博康,1:47.7,4,**,13-13-14-14,39.0,25.6,8,470(+2),,,,[東] 伊藤正徳,寺田千代乃,,200703030304
14,4,5,グッドバニラ,牝4,55,津村明秀,1:47.7,ハナ,**,4-4-5-5,40.8,10.8,4,446(-4),,,,[西] 角居勝彦,杉立恭平,,200703030304
