着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801020811
1,8,15,クィーンマルトク,牝6,55,梶晃啓,1:10.3,,**,2-1,36.2,11.7,6,468(-4),,,,[西] 梅田康雄,高浦正雄,1517.8,200801020811
2,4,7,シャペロンルージュ,牝4,55,的場勇人,1:10.4,1/2,**,5-5,35.6,2.4,1,496(0),,,,[東] 的場均,杵臼牧場,600.8,200801020811
3,1,1,トーセンレーサー,牡7,57,五十嵐冬,1:10.6,1.1/4,**,4-3,36.0,36.2,10,466(+2),,,,[東] 斎藤宏,島川隆哉,375.4,200801020811
4,5,9,ハッピームード,牝5,55,菊沢隆徳,1:10.7,3/4,**,8-6,35.5,26.0,9,440(-6),,,,[西] 須貝彦三,吉田照哉,220.0,200801020811
5,2,3,ヌーサ,牡5,57,古川吉洋,1:10.9,1.1/4,**,9-8,35.6,77.3,14,450(+6),,,,[東] 坂本勝美,モナコ商事,148.0,200801020811
6,7,14,イーサンラヴ,牝4,55,藤田伸二,1:11.0,1/2,**,11-11,35.2,6.5,2,446(-4),,,,[東] 松山将樹,国本勇,,200801020811
7,6,12,リキアイダンディ,牡7,57,北村友一,1:11.0,クビ,**,14-13,35.0,9.1,4,474(-4),,,,[東] 阿部新生,高山幸雄,,200801020811
8,3,6,ギンゲイ,牡3,55,丸田恭介,1:11.0,ハナ,**,11-11,35.3,11.2,5,482(+4),,,,[東] 岩戸孝樹,加藤信之,,200801020811
9,5,10,タイキマーズ,セ7,57,桑村真明,1:11.0,ハナ,**,10-8,35.6,67.8,11,444(+14),,,,[西] 作田誠二,大樹ファーム,,200801020811
10,6,11,シセイヒカリ,牡7,57,田中博康,1:11.2,3/4,**,15-15,34.9,18.3,8,498(-2),,,,[西] 北出成人,猪苗代勇,,200801020811
11,3,5,バロンハーバー,牡5,57,山口竜一,1:11.5,1.3/4,**,13-14,35.6,78.2,15,498(+12),,,,[東] 平井雄二,田中博之,,200801020811
12,7,13,エステヴァン,セ6,57,小島太一,1:11.7,1.1/2,**,6-6,36.6,70.7,12,466(-2),,,,[東] 小島太,三嶋牧場,,200801020811
13,4,8,オーキッドコート,牡5,57,宮崎光行,1:12.0,1.3/4,**,15-16,35.7,125.7,16,468(-2),,,,[西] 目野哲也,川上哲司,,200801020811
14,1,2,タイキミューズ,牝6,55,大江原圭,1:12.0,クビ,**,6-8,36.9,70.8,13,454(+4),,,,[西] 作田誠二,大樹ファーム,,200801020811
15,8,16,トレノトマト,牝5,55,松田大作,1:12.2,1.1/4,**,3-3,37.8,11.9,7,462(-4),,,,[西] 藤原英昭,廣崎利洋,,200801020811
16,2,4,パッションローズ,牝3,53,長谷川浩,1:12.7,3,**,1-2,38.7,7.9,3,524(+8),,,,[西] 岡田稲男,下河辺牧場,,200801020811
