着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705050403
1,8,12,マイネルポンピオン,牡2,55,吉田隼人,1:37.2,,**,1-1,37.1,1.4,1,454(0),,,,[東] 高橋裕,サラブレッドクラブ・ラフィアン,500.0,200705050403
2,8,11,コスモザガリア,牝2,54,小野次郎,1:37.3,1/2,**,5-4,36.5,23.0,5,494(+12),,,,[東] 水野貴広,ビッグレッドファーム,200.0,200705050403
3,6,8,ダッシュアキチャン,牝2,54,小林淳一,1:37.5,1.1/2,**,7-6,36.5,24.0,6,436(-4),,,,[東] 内藤一雄,遠藤喜松,130.0,200705050403
4,7,9,モンテキング,牡2,55,北村宏司,1:38.1,3.1/2,**,2-2,37.9,5.5,2,506(+4),,,,[東] 国枝栄,毛利喜昭,75.0,200705050403
5,2,2,エイデンダンス,牡2,55,藤岡佑介,1:38.3,1.1/4,**,12-12,36.5,210.1,12,460(0),,,,[東] 高木登,永田清男,50.0,200705050403
6,1,1,セントオマール,牡2,55,松岡正海,1:38.3,クビ,**,11-11,37.1,110.0,11,442(-4),,,,[東] 小林常泰,後藤繁樹,,200705050403
7,4,4,コスモザグレート,牡2,55,池田鉄平,1:38.5,1.1/4,**,3-3,37.9,52.0,8,442(0),,,,[東] 畠山重則,ビッグレッドファーム,,200705050403
8,5,5,レオシグナル,牡2,55,村田一誠,1:38.9,2.1/2,**,9-8,37.8,47.7,7,454(+2),,,,[東] 杉浦宏昭,レオ,,200705050403
9,5,6,ツクバプリティ,牝2,54,後藤浩輝,1:39.3,2.1/2,**,6-6,38.3,12.3,4,422(+2),,,,[東] 高橋祥泰,荻原昭二,,200705050403
10,3,3,ミュージカルボーイ,牡2,55,勝浦正樹,1:39.6,1.3/4,**,9-8,38.5,9.5,3,476(+6),,,,[東] 沢峰次,長谷川兼美,,200705050403
11,6,7,カゼノビンテージ,牡2,55,田中剛,1:39.8,1,**,7-8,38.7,106.9,10,466(+8),,,,[東] 中野栄治,深井孟,,200705050403
12,7,10,タケショウクィーン,牝2,54,田中勝春,1:41.3,9,**,3-4,40.5,99.9,9,440(-8),,,,[東] 坂本勝美,ナイト商事,,200705050403
