着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806050507
1,5,10,シベリアンバード,牡4,57,吉田豊,1:10.8,,**,8-8,36.0,7.0,4,510(+32),,,,[東] 柴崎勇,藤田在子,740.0,200806050507
2,1,1,セイコースペシャル,牡4,57,柴田善臣,1:11.0,1.1/4,**,14-9,35.4,3.0,1,484(0),,,,[東] 鈴木康弘,竹國弘,300.0,200806050507
3,8,16,コアレスカポーテ,牡3,56,内田博幸,1:11.0,ハナ,**,2-2,37.2,3.8,2,474(0),,,,[東] 池上昌弘,小林昌志,190.0,200806050507
4,2,4,トーホウカラブラン,牡4,57,小野次郎,1:11.3,1.3/4,**,1-1,37.5,109.8,10,506(0),,,,[東] 古賀史生,東豊物産,110.0,200806050507
5,4,7,ベルモントエアロ,牡4,57,田辺裕信,1:11.5,1.1/4,**,5-5,37.4,22.9,8,476(-2),,,,[東] 小西一男,ベルモントファーム,74.0,200806050507
6,8,15,キングオブハイシー,牡4,57,松岡正海,1:11.6,3/4,**,5-5,37.5,17.7,6,484(+16),,,,[東] 手塚貴久,ミルファーム,,200806050507
7,7,14,マルターズマガン,牡4,57,吉田隼人,1:11.9,2,**,2-2,38.1,31.5,9,484(+16),,,,[東] 勢司和浩,藤田在子,,200806050507
8,2,3,シルクランサム,牡4,57,木幡初広,1:11.9,クビ,**,5-5,37.8,132.9,11,498(-8),,,,[東] 牧光二,シルク,,200806050507
9,4,8,フレノカトリーヌ,牝4,55,北村宏司,1:12.0,クビ,**,12-13,36.6,172.7,12,448(+4),,,,[東] 小島茂之,ヤブウチ,,200806050507
10,7,13,カネスアスラン,牡3,56,佐藤聖也,1:12.3,1.3/4,**,8-9,37.5,229.6,13,462(-4),,,,[東] 根本康広,杉澤光雄,,200806050507
11,6,11,タカラヘリオス,セ4,56,三浦皇成,1:12.4,1/2,**,2-2,38.6,5.8,3,500(+6),,,,[東] 田村康仁,村山義男,,200806050507
12,1,2,アクセプトアゲン,牡3,56,ペリエ,1:12.6,1.1/2,**,10-9,37.6,7.5,5,498(-2),,,,[東] 岩戸孝樹,浅川皓司,,200806050507
13,3,5,ブルーヴァンパイヤ,牡4,57,柴山雄一,1:12.9,1.3/4,**,16-16,36.6,389.4,16,452(+8),,,,[東] 佐々木亜,ブルーマネジメント,,200806050507
14,3,6,モンスターパーク,牡3,56,後藤浩輝,1:12.9,クビ,**,12-14,37.5,21.2,7,472(+10),,,,[東] 松山康久,キャロットファーム,,200806050507
15,6,12,シルクラズベリー,牝5,55,村田一誠,1:13.1,1.1/4,**,10-9,38.1,319.7,15,454(-4),,,,[東] 大和田稔,シルク,,200806050507
16,5,9,スガノキング,牡4,57,武士沢友,1:13.2,クビ,**,15-15,37.5,290.8,14,494(+10),,,,[東] 松永康利,菅原光博,,200806050507
